[run number],number-of-tasks,vicinity-radius,dependence-exponent,number-of-people,willingness-to-help,initial-patience,self-conscious-coeff,[step]
244,100,10,0.5,1,100,100,1.5,503
246,100,10,0.5,1,100,100,1.5,462
251,100,10,0.5,1,100,100,1.5,494
248,100,10,0.5,1,100,100,1.5,495
245,100,10,0.5,1,100,100,1.5,467
249,100,10,0.5,1,100,100,1.5,490
247,100,10,0.5,1,100,100,1.5,492
250,100,10,0.5,1,100,100,1.5,472
252,100,10,0.5,1,100,100,1.5,475
253,100,10,0.5,1,100,100,1.5,469
254,100,10,0.5,1,100,100,1.5,486
258,100,10,0.5,1,100,100,1.5,452
256,100,10,0.5,1,100,100,1.5,477
260,100,10,0.5,1,100,100,1.5,463
262,100,10,0.5,1,100,100,1.5,491
259,100,10,0.5,1,100,100,1.5,475
261,100,10,0.5,1,100,100,1.5,482
255,100,10,0.5,1,100,100,1.5,455
257,100,10,0.5,1,100,100,1.5,459
263,100,10,0.5,1,100,100,1.5,447
267,100,10,0.5,1,100,100,1.5,467
265,100,10,0.5,1,100,100,1.5,490
268,100,10,0.5,1,100,100,1.5,480
266,100,10,0.5,1,100,100,1.5,475
264,100,10,0.5,1,100,100,1.5,463
269,100,10,0.5,1,100,100,1.5,490
270,100,10,0.5,1,100,100,1.5,489
271,100,10,0.5,1,100,100,1.5,472
274,100,10,0.5,1,100,100,1.5,469
273,100,10,0.5,1,100,100,1.5,480
272,100,10,0.5,1,100,100,1.5,480
276,100,10,0.5,1,100,100,1.5,475
277,100,10,0.5,1,100,100,1.5,469
278,100,10,0.5,1,100,100,1.5,499
279,100,10,0.5,1,100,100,1.5,475
282,100,10,0.5,1,100,100,1.5,490
275,100,10,0.5,1,100,100,1.5,494
280,100,10,0.5,1,100,100,1.5,465
281,100,10,0.5,1,100,100,1.5,484
283,100,10,0.5,1,100,100,1.5,458
284,100,10,0.5,1,100,100,1.5,477
285,100,10,0.5,1,100,100,1.5,481
286,100,10,0.5,1,100,100,1.5,479
288,100,10,0.5,1,100,100,1.5,478
287,100,10,0.5,1,100,100,1.5,505
301,100,10,0.5,3,100,100,0.5,165
289,100,10,0.5,1,100,100,1.5,504
290,100,10,0.5,1,100,100,1.5,492
291,100,10,0.5,1,100,100,1.5,463
302,100,10,0.5,3,100,100,0.5,276
303,100,10,0.5,3,100,100,0.5,221
294,100,10,0.5,1,100,100,1.5,497
295,100,10,0.5,1,100,100,1.5,481
292,100,10,0.5,1,100,100,1.5,486
305,100,10,0.5,3,100,100,0.5,215
306,100,10,0.5,3,100,100,0.5,171
298,100,10,0.5,1,100,100,1.5,464
304,100,10,0.5,3,100,100,0.5,262
297,100,10,0.5,1,100,100,1.5,476
293,100,10,0.5,1,100,100,1.5,494
309,100,10,0.5,3,100,100,0.5,174
296,100,10,0.5,1,100,100,1.5,478
307,100,10,0.5,3,100,100,0.5,184
300,100,10,0.5,1,100,100,1.5,469
308,100,10,0.5,3,100,100,0.5,257
310,100,10,0.5,3,100,100,0.5,207
299,100,10,0.5,1,100,100,1.5,481
311,100,10,0.5,3,100,100,0.5,203
314,100,10,0.5,3,100,100,0.5,196
313,100,10,0.5,3,100,100,0.5,193
315,100,10,0.5,3,100,100,0.5,193
312,100,10,0.5,3,100,100,0.5,290
320,100,10,0.5,3,100,100,0.5,202
317,100,10,0.5,3,100,100,0.5,189
319,100,10,0.5,3,100,100,0.5,191
318,100,10,0.5,3,100,100,0.5,228
316,100,10,0.5,3,100,100,0.5,223
321,100,10,0.5,3,100,100,0.5,200
325,100,10,0.5,3,100,100,0.5,220
328,100,10,0.5,3,100,100,0.5,168
324,100,10,0.5,3,100,100,0.5,231
327,100,10,0.5,3,100,100,0.5,215
326,100,10,0.5,3,100,100,0.5,231
323,100,10,0.5,3,100,100,0.5,248
330,100,10,0.5,3,100,100,0.5,239
322,100,10,0.5,3,100,100,0.5,274
329,100,10,0.5,3,100,100,0.5,211
331,100,10,0.5,3,100,100,0.5,251
332,100,10,0.5,3,100,100,0.5,209
335,100,10,0.5,3,100,100,0.5,199
336,100,10,0.5,3,100,100,0.5,236
333,100,10,0.5,3,100,100,0.5,212
338,100,10,0.5,3,100,100,0.5,217
337,100,10,0.5,3,100,100,0.5,188
340,100,10,0.5,3,100,100,0.5,216
334,100,10,0.5,3,100,100,0.5,271
341,100,10,0.5,3,100,100,0.5,214
342,100,10,0.5,3,100,100,0.5,195
343,100,10,0.5,3,100,100,0.5,197
344,100,10,0.5,3,100,100,0.5,245
339,100,10,0.5,3,100,100,0.5,331
347,100,10,0.5,3,100,100,0.5,239
348,100,10,0.5,3,100,100,0.5,230
352,100,10,0.5,3,100,100,0.5,177
351,100,10,0.5,3,100,100,0.5,189
350,100,10,0.5,3,100,100,0.5,192
345,100,10,0.5,3,100,100,0.5,264
346,100,10,0.5,3,100,100,0.5,291
354,100,10,0.5,3,100,100,0.5,208
356,100,10,0.5,3,100,100,0.5,187
349,100,10,0.5,3,100,100,0.5,250
358,100,10,0.5,3,100,100,0.5,183
353,100,10,0.5,3,100,100,0.5,205
359,100,10,0.5,3,100,100,0.5,227
360,100,10,0.5,3,100,100,0.5,253
355,100,10,0.5,3,100,100,0.5,189
357,100,10,0.5,3,100,100,0.5,251
363,100,10,0.5,3,100,100,0.5,215
362,100,10,0.5,3,100,100,0.5,231
364,100,10,0.5,3,100,100,0.5,190
361,100,10,0.5,3,100,100,0.5,300
368,100,10,0.5,3,100,100,0.5,198
365,100,10,0.5,3,100,100,0.5,184
370,100,10,0.5,3,100,100,0.5,188
367,100,10,0.5,3,100,100,0.5,213
366,100,10,0.5,3,100,100,0.5,176
369,100,10,0.5,3,100,100,0.5,232
377,100,10,0.5,3,100,100,0.5,195
373,100,10,0.5,3,100,100,0.5,197
374,100,10,0.5,3,100,100,0.5,231
