[run number],number-of-tasks,vicinity-radius,self-conscious-coeff,dependence-exponent,number-of-people,initial-patience,willingness-to-help,[step]
3076,100,10,1,1,51,100,40,105
3082,100,10,1,1,63,100,40,107
3078,100,10,1,1,55,100,40,118
3081,100,10,1,1,61,100,40,108
3086,100,10,1,1,71,100,40,84
3085,100,10,1,1,69,100,40,81
3084,100,10,1,1,67,100,40,82
3083,100,10,1,1,65,100,40,119
3088,100,10,1,1,75,100,40,83
3087,100,10,1,1,73,100,40,99
3089,100,10,1,1,77,100,40,94
3091,100,10,1,1,81,100,40,91
3090,100,10,1,1,79,100,40,105
3092,100,10,1,1,83,100,40,82
3051,100,10,1,1,1,100,40,606
3095,100,10,1,1,89,100,40,94
3096,100,10,1,1,91,100,40,83
3093,100,10,1,1,85,100,40,104
3094,100,10,1,1,87,100,40,108
3097,100,10,1,1,93,100,40,102
3100,100,10,1,1,99,100,40,88
3098,100,10,1,1,95,100,40,102
3099,100,10,1,1,97,100,40,106
3106,100,10,1,1,11,100,60,86
3107,100,10,1,1,13,100,60,102
3103,100,10,1,1,5,100,60,153
3110,100,10,1,1,19,100,60,75
3105,100,10,1,1,9,100,60,131
3108,100,10,1,1,15,100,60,110
3111,100,10,1,1,21,100,60,77
3109,100,10,1,1,17,100,60,101
3112,100,10,1,1,23,100,60,87
3104,100,10,1,1,7,100,60,185
3102,100,10,1,1,3,100,60,243
3115,100,10,1,1,29,100,60,74
3114,100,10,1,1,27,100,60,89
3113,100,10,1,1,25,100,60,101
3116,100,10,1,1,31,100,60,84
3118,100,10,1,1,35,100,60,72
3117,100,10,1,1,33,100,60,80
3119,100,10,1,1,37,100,60,82
3121,100,10,1,1,41,100,60,78
3122,100,10,1,1,43,100,60,74
3120,100,10,1,1,39,100,60,97
3123,100,10,1,1,45,100,60,71
3125,100,10,1,1,49,100,60,65
3124,100,10,1,1,47,100,60,80
3126,100,10,1,1,51,100,60,74
3127,100,10,1,1,53,100,60,69
3128,100,10,1,1,55,100,60,76
3129,100,10,1,1,57,100,60,77
3132,100,10,1,1,63,100,60,66
3130,100,10,1,1,59,100,60,78
3131,100,10,1,1,61,100,60,71
3134,100,10,1,1,67,100,60,64
3133,100,10,1,1,65,100,60,62
3135,100,10,1,1,69,100,60,63
3136,100,10,1,1,71,100,60,70
3137,100,10,1,1,73,100,60,67
3139,100,10,1,1,77,100,60,69
3138,100,10,1,1,75,100,60,87
3141,100,10,1,1,81,100,60,71
3140,100,10,1,1,79,100,60,92
3143,100,10,1,1,85,100,60,73
3142,100,10,1,1,83,100,60,75
3145,100,10,1,1,89,100,60,70
3147,100,10,1,1,93,100,60,69
3146,100,10,1,1,91,100,60,73
3144,100,10,1,1,87,100,60,76
3148,100,10,1,1,95,100,60,59
3149,100,10,1,1,97,100,60,61
3150,100,10,1,1,99,100,60,69
3101,100,10,1,1,1,100,60,533
3156,100,10,1,1,11,100,80,101
3159,100,10,1,1,17,100,80,87
3154,100,10,1,1,7,100,80,123
3157,100,10,1,1,13,100,80,98
3158,100,10,1,1,15,100,80,83
3161,100,10,1,1,21,100,80,80
3162,100,10,1,1,23,100,80,78
3163,100,10,1,1,25,100,80,82
3160,100,10,1,1,19,100,80,74
3164,100,10,1,1,27,100,80,77
3153,100,10,1,1,5,100,80,195
3165,100,10,1,1,29,100,80,69
3152,100,10,1,1,3,100,80,199
3166,100,10,1,1,31,100,80,87
3168,100,10,1,1,35,100,80,57
3169,100,10,1,1,37,100,80,59
3167,100,10,1,1,33,100,80,73
3170,100,10,1,1,39,100,80,60
3171,100,10,1,1,41,100,80,65
3172,100,10,1,1,43,100,80,59
3155,100,10,1,1,9,100,80,119
3173,100,10,1,1,45,100,80,68
3175,100,10,1,1,49,100,80,63
3174,100,10,1,1,47,100,80,73
3176,100,10,1,1,51,100,80,78
3178,100,10,1,1,55,100,80,58
3179,100,10,1,1,57,100,80,69
3180,100,10,1,1,59,100,80,61
3177,100,10,1,1,53,100,80,72
3181,100,10,1,1,61,100,80,49
3185,100,10,1,1,69,100,80,51
3182,100,10,1,1,63,100,80,64
3186,100,10,1,1,71,100,80,57
3184,100,10,1,1,67,100,80,66
3183,100,10,1,1,65,100,80,58
3187,100,10,1,1,73,100,80,59
3189,100,10,1,1,77,100,80,66
3190,100,10,1,1,79,100,80,54
3191,100,10,1,1,81,100,80,58
3188,100,10,1,1,75,100,80,73
3193,100,10,1,1,85,100,80,54
3196,100,10,1,1,91,100,80,55
3192,100,10,1,1,83,100,80,75
3194,100,10,1,1,87,100,80,71
3198,100,10,1,1,95,100,80,51
3197,100,10,1,1,93,100,80,63
3195,100,10,1,1,89,100,80,66
3200,100,10,1,1,99,100,80,56
3199,100,10,1,1,97,100,80,71
3206,100,10,1,1,11,100,100,84
3205,100,10,1,1,9,100,100,103
3203,100,10,1,1,5,100,100,111
3209,100,10,1,1,17,100,100,64
3204,100,10,1,1,7,100,100,147
3207,100,10,1,1,13,100,100,119
3211,100,10,1,1,21,100,100,63
3208,100,10,1,1,15,100,100,92
3210,100,10,1,1,19,100,100,69
3213,100,10,1,1,25,100,100,70
3214,100,10,1,1,27,100,100,51
3212,100,10,1,1,23,100,100,92
3217,100,10,1,1,33,100,100,51
3216,100,10,1,1,31,100,100,59
3215,100,10,1,1,29,100,100,65
3151,100,10,1,1,1,100,80,524
3202,100,10,1,1,3,100,100,184
3219,100,10,1,1,37,100,100,59
3220,100,10,1,1,39,100,100,49
3218,100,10,1,1,35,100,100,64
3223,100,10,1,1,45,100,100,50
3221,100,10,1,1,41,100,100,59
3222,100,10,1,1,43,100,100,54
3226,100,10,1,1,51,100,100,39
3224,100,10,1,1,47,100,100,53
3227,100,10,1,1,53,100,100,53
3229,100,10,1,1,57,100,100,46
3225,100,10,1,1,49,100,100,61
3232,100,10,1,1,63,100,100,53
3233,100,10,1,1,65,100,100,40
3231,100,10,1,1,61,100,100,55
3228,100,10,1,1,55,100,100,71
3230,100,10,1,1,59,100,100,60
3234,100,10,1,1,67,100,100,45
3236,100,10,1,1,71,100,100,46
3237,100,10,1,1,73,100,100,48
3238,100,10,1,1,75,100,100,52
3235,100,10,1,1,69,100,100,56
3239,100,10,1,1,77,100,100,52
3240,100,10,1,1,79,100,100,55
3241,100,10,1,1,81,100,100,45
3243,100,10,1,1,85,100,100,43
3242,100,10,1,1,83,100,100,52
3244,100,10,1,1,87,100,100,54
3245,100,10,1,1,89,100,100,51
3247,100,10,1,1,93,100,100,46
3250,100,10,1,1,99,100,100,42
3249,100,10,1,1,97,100,100,57
3248,100,10,1,1,95,100,100,57
3246,100,10,1,1,91,100,100,43
3201,100,10,1,1,1,100,100,436
3259,100,10,1,1,17,100,20,143
3256,100,10,1,1,11,100,20,166
3261,100,10,1,1,21,100,20,167
3264,100,10,1,1,27,100,20,137
3262,100,10,1,1,23,100,20,180
3257,100,10,1,1,13,100,20,247
3255,100,10,1,1,9,100,20,243
3263,100,10,1,1,25,100,20,210
3260,100,10,1,1,19,100,20,213
3258,100,10,1,1,15,100,20,247
3253,100,10,1,1,5,100,20,339
3254,100,10,1,1,7,100,20,244
3265,100,10,1,1,29,100,20,189
3267,100,10,1,1,33,100,20,163
3269,100,10,1,1,37,100,20,170
3266,100,10,1,1,31,100,20,239
3270,100,10,1,1,39,100,20,160
3271,100,10,1,1,41,100,20,160
3268,100,10,1,1,35,100,20,192
3273,100,10,1,1,45,100,20,164
3274,100,10,1,1,47,100,20,189
3252,100,10,1,1,3,100,20,549
3272,100,10,1,1,43,100,20,163
3278,100,10,1,1,55,100,20,146
3277,100,10,1,1,53,100,20,162
3275,100,10,1,1,49,100,20,192
3276,100,10,1,1,51,100,20,194
3279,100,10,1,1,57,100,20,160
3280,100,10,1,1,59,100,20,182
3281,100,10,1,1,61,100,20,149
3282,100,10,1,1,63,100,20,151
3285,100,10,1,1,69,100,20,155
3283,100,10,1,1,65,100,20,146
3287,100,10,1,1,73,100,20,151
3288,100,10,1,1,75,100,20,125
3286,100,10,1,1,71,100,20,166
3284,100,10,1,1,67,100,20,183
3289,100,10,1,1,77,100,20,191
3293,100,10,1,1,85,100,20,146
3291,100,10,1,1,81,100,20,166
3292,100,10,1,1,83,100,20,166
3290,100,10,1,1,79,100,20,167
3251,100,10,1,1,1,100,20,893
3295,100,10,1,1,89,100,20,145
3299,100,10,1,1,97,100,20,123
3296,100,10,1,1,91,100,20,160
3294,100,10,1,1,87,100,20,196
3297,100,10,1,1,93,100,20,152
3304,100,10,1,1,7,100,40,180
3300,100,10,1,1,99,100,20,174
3308,100,10,1,1,15,100,40,116
3307,100,10,1,1,13,100,40,165
3309,100,10,1,1,17,100,40,122
3306,100,10,1,1,11,100,40,160
3298,100,10,1,1,95,100,20,172
3310,100,10,1,1,19,100,40,112
3305,100,10,1,1,9,100,40,158
3303,100,10,1,1,5,100,40,264
3312,100,10,1,1,23,100,40,110
3302,100,10,1,1,3,100,40,289
3313,100,10,1,1,25,100,40,147
3315,100,10,1,1,29,100,40,88
3319,100,10,1,1,37,100,40,82
3311,100,10,1,1,21,100,40,151
3316,100,10,1,1,31,100,40,112
3317,100,10,1,1,33,100,40,115
3321,100,10,1,1,41,100,40,89
3314,100,10,1,1,27,100,40,158
3324,100,10,1,1,47,100,40,78
3320,100,10,1,1,39,100,40,100
3323,100,10,1,1,45,100,40,93
3318,100,10,1,1,35,100,40,114
3322,100,10,1,1,43,100,40,111
3325,100,10,1,1,49,100,40,105
3329,100,10,1,1,57,100,40,103
3326,100,10,1,1,51,100,40,100
3331,100,10,1,1,61,100,40,88
3327,100,10,1,1,53,100,40,121
3330,100,10,1,1,59,100,40,90
3328,100,10,1,1,55,100,40,113
3335,100,10,1,1,69,100,40,111
3337,100,10,1,1,73,100,40,95
3336,100,10,1,1,71,100,40,87
3338,100,10,1,1,75,100,40,84
3333,100,10,1,1,65,100,40,108
3339,100,10,1,1,77,100,40,96
3332,100,10,1,1,63,100,40,119
3334,100,10,1,1,67,100,40,104
3341,100,10,1,1,81,100,40,71
3340,100,10,1,1,79,100,40,118
3343,100,10,1,1,85,100,40,92
3344,100,10,1,1,87,100,40,81
3347,100,10,1,1,93,100,40,73
3346,100,10,1,1,91,100,40,84
3342,100,10,1,1,83,100,40,125
3349,100,10,1,1,97,100,40,83
3345,100,10,1,1,89,100,40,110
3348,100,10,1,1,95,100,40,94
3354,100,10,1,1,7,100,60,171
3301,100,10,1,1,1,100,40,624
3356,100,10,1,1,11,100,60,121
3355,100,10,1,1,9,100,60,151
3358,100,10,1,1,15,100,60,90
3350,100,10,1,1,99,100,40,122
3357,100,10,1,1,13,100,60,126
3359,100,10,1,1,17,100,60,92
3360,100,10,1,1,19,100,60,85
3353,100,10,1,1,5,100,60,189
3361,100,10,1,1,21,100,60,85
3363,100,10,1,1,25,100,60,95
3364,100,10,1,1,27,100,60,89
3362,100,10,1,1,23,100,60,106
3366,100,10,1,1,31,100,60,72
3365,100,10,1,1,29,100,60,68
3367,100,10,1,1,33,100,60,77
3370,100,10,1,1,39,100,60,73
3368,100,10,1,1,35,100,60,98
3371,100,10,1,1,41,100,60,70
3372,100,10,1,1,43,100,60,76
3369,100,10,1,1,37,100,60,70
3352,100,10,1,1,3,100,60,311
3373,100,10,1,1,45,100,60,70
3374,100,10,1,1,47,100,60,68
3375,100,10,1,1,49,100,60,84
3376,100,10,1,1,51,100,60,71
3377,100,10,1,1,53,100,60,83
3380,100,10,1,1,59,100,60,61
3378,100,10,1,1,55,100,60,75
3379,100,10,1,1,57,100,60,88
3381,100,10,1,1,61,100,60,67
3382,100,10,1,1,63,100,60,69
3383,100,10,1,1,65,100,60,66
3384,100,10,1,1,67,100,60,66
3385,100,10,1,1,69,100,60,71
3387,100,10,1,1,73,100,60,69
3389,100,10,1,1,77,100,60,60
3386,100,10,1,1,71,100,60,86
3388,100,10,1,1,75,100,60,70
3390,100,10,1,1,79,100,60,68
3391,100,10,1,1,81,100,60,66
3392,100,10,1,1,83,100,60,69
3396,100,10,1,1,91,100,60,64
3393,100,10,1,1,85,100,60,66
3398,100,10,1,1,95,100,60,62
3397,100,10,1,1,93,100,60,66
3395,100,10,1,1,89,100,60,63
3394,100,10,1,1,87,100,60,73
3399,100,10,1,1,97,100,60,68
3400,100,10,1,1,99,100,60,65
3351,100,10,1,1,1,100,60,539
3406,100,10,1,1,11,100,80,82
3404,100,10,1,1,7,100,80,113
3410,100,10,1,1,19,100,80,60
3409,100,10,1,1,17,100,80,72
3408,100,10,1,1,15,100,80,83
3403,100,10,1,1,5,100,80,151
3407,100,10,1,1,13,100,80,107
3405,100,10,1,1,9,100,80,150
3412,100,10,1,1,23,100,80,97
3415,100,10,1,1,29,100,80,59
3413,100,10,1,1,25,100,80,76
3414,100,10,1,1,27,100,80,76
3411,100,10,1,1,21,100,80,112
3416,100,10,1,1,31,100,80,67
3418,100,10,1,1,35,100,80,59
3417,100,10,1,1,33,100,80,67
3419,100,10,1,1,37,100,80,64
3421,100,10,1,1,41,100,80,55
3422,100,10,1,1,43,100,80,61
3424,100,10,1,1,47,100,80,55
3420,100,10,1,1,39,100,80,74
3428,100,10,1,1,55,100,80,55
3426,100,10,1,1,51,100,80,59
3425,100,10,1,1,49,100,80,60
3423,100,10,1,1,45,100,80,94
3427,100,10,1,1,53,100,80,55
3429,100,10,1,1,57,100,80,72
3431,100,10,1,1,61,100,80,52
3433,100,10,1,1,65,100,80,66
3432,100,10,1,1,63,100,80,51
3402,100,10,1,1,3,100,80,323
3430,100,10,1,1,59,100,80,97
3436,100,10,1,1,71,100,80,50
3435,100,10,1,1,69,100,80,56
3434,100,10,1,1,67,100,80,68
3437,100,10,1,1,73,100,80,54
3439,100,10,1,1,77,100,80,53
3438,100,10,1,1,75,100,80,52
3441,100,10,1,1,81,100,80,44
3442,100,10,1,1,83,100,80,54
3440,100,10,1,1,79,100,80,54
3443,100,10,1,1,85,100,80,60
3445,100,10,1,1,89,100,80,52
3444,100,10,1,1,87,100,80,56
3446,100,10,1,1,91,100,80,51
3448,100,10,1,1,95,100,80,59
3450,100,10,1,1,99,100,80,48
3449,100,10,1,1,97,100,80,58
3447,100,10,1,1,93,100,80,56
3454,100,10,1,1,7,100,100,153
3455,100,10,1,1,9,100,100,101
3457,100,10,1,1,13,100,100,79
3459,100,10,1,1,17,100,100,90
3453,100,10,1,1,5,100,100,137
3456,100,10,1,1,11,100,100,94
3458,100,10,1,1,15,100,100,75
3401,100,10,1,1,1,100,80,492
3460,100,10,1,1,19,100,100,64
3461,100,10,1,1,21,100,100,62
3465,100,10,1,1,29,100,100,50
3462,100,10,1,1,23,100,100,83
3463,100,10,1,1,25,100,100,56
3464,100,10,1,1,27,100,100,63
3466,100,10,1,1,31,100,100,76
3467,100,10,1,1,33,100,100,54
3468,100,10,1,1,35,100,100,60
3473,100,10,1,1,45,100,100,45
3470,100,10,1,1,39,100,100,65
3472,100,10,1,1,43,100,100,54
3471,100,10,1,1,41,100,100,55
3469,100,10,1,1,37,100,100,85
3475,100,10,1,1,49,100,100,49
3474,100,10,1,1,47,100,100,56
3477,100,10,1,1,53,100,100,51
3478,100,10,1,1,55,100,100,49
3479,100,10,1,1,57,100,100,51
3476,100,10,1,1,51,100,100,57
3480,100,10,1,1,59,100,100,49
3481,100,10,1,1,61,100,100,45
3482,100,10,1,1,63,100,100,45
3483,100,10,1,1,65,100,100,53
3486,100,10,1,1,71,100,100,44
3452,100,10,1,1,3,100,100,291
3484,100,10,1,1,67,100,100,54
3485,100,10,1,1,69,100,100,51
3487,100,10,1,1,73,100,100,52
3490,100,10,1,1,79,100,100,42
3488,100,10,1,1,75,100,100,62
3489,100,10,1,1,77,100,100,53
3491,100,10,1,1,81,100,100,47
3492,100,10,1,1,83,100,100,49
3494,100,10,1,1,87,100,100,48
3495,100,10,1,1,89,100,100,57
3496,100,10,1,1,91,100,100,41
3493,100,10,1,1,85,100,100,59
3497,100,10,1,1,93,100,100,44
3500,100,10,1,1,99,100,100,42
3499,100,10,1,1,97,100,100,47
3498,100,10,1,1,95,100,100,53
3451,100,10,1,1,1,100,100,478
3510,100,10,1,1,19,100,20,143
3508,100,10,1,1,15,100,20,180
3507,100,10,1,1,13,100,20,186
3511,100,10,1,1,21,100,20,164
3509,100,10,1,1,17,100,20,211
3512,100,10,1,1,23,100,20,162
3505,100,10,1,1,9,100,20,283
3506,100,10,1,1,11,100,20,240
3513,100,10,1,1,25,100,20,215
3515,100,10,1,1,29,100,20,184
3514,100,10,1,1,27,100,20,194
3504,100,10,1,1,7,100,20,291
3516,100,10,1,1,31,100,20,138
3503,100,10,1,1,5,100,20,318
3502,100,10,1,1,3,100,20,466
3517,100,10,1,1,33,100,20,163
3519,100,10,1,1,37,100,20,159
3518,100,10,1,1,35,100,20,169
3520,100,10,1,1,39,100,20,150
3521,100,10,1,1,41,100,20,174
3526,100,10,1,1,51,100,20,152
3524,100,10,1,1,47,100,20,149
3522,100,10,1,1,43,100,20,191
3525,100,10,1,1,49,100,20,154
3523,100,10,1,1,45,100,20,171
3528,100,10,1,1,55,100,20,151
3529,100,10,1,1,57,100,20,152
3527,100,10,1,1,53,100,20,182
3530,100,10,1,1,59,100,20,181
3531,100,10,1,1,61,100,20,188
3533,100,10,1,1,65,100,20,150
3534,100,10,1,1,67,100,20,142
3536,100,10,1,1,71,100,20,135
3532,100,10,1,1,63,100,20,159
3540,100,10,1,1,79,100,20,137
3537,100,10,1,1,73,100,20,170
3538,100,10,1,1,75,100,20,158
3535,100,10,1,1,69,100,20,214
3539,100,10,1,1,77,100,20,180
3541,100,10,1,1,81,100,20,142
3543,100,10,1,1,85,100,20,175
3545,100,10,1,1,89,100,20,137
3544,100,10,1,1,87,100,20,142
3550,100,10,1,1,99,100,20,128
3542,100,10,1,1,83,100,20,199
3555,100,10,1,1,9,100,40,131
3548,100,10,1,1,95,100,20,156
3547,100,10,1,1,93,100,20,158
3546,100,10,1,1,91,100,20,185
3554,100,10,1,1,7,100,40,177
3558,100,10,1,1,15,100,40,101
3556,100,10,1,1,11,100,40,152
3549,100,10,1,1,97,100,20,184
3553,100,10,1,1,5,100,40,196
3559,100,10,1,1,17,100,40,126
3557,100,10,1,1,13,100,40,185
3561,100,10,1,1,21,100,40,103
3563,100,10,1,1,25,100,40,107
3562,100,10,1,1,23,100,40,123
3560,100,10,1,1,19,100,40,176
3564,100,10,1,1,27,100,40,97
3565,100,10,1,1,29,100,40,128
3567,100,10,1,1,33,100,40,101
3569,100,10,1,1,37,100,40,92
3568,100,10,1,1,35,100,40,88
3566,100,10,1,1,31,100,40,100
3501,100,10,1,1,1,100,20,974
3572,100,10,1,1,43,100,40,95
3570,100,10,1,1,39,100,40,100
3571,100,10,1,1,41,100,40,97
3575,100,10,1,1,49,100,40,92
3577,100,10,1,1,53,100,40,93
3552,100,10,1,1,3,100,40,334
3576,100,10,1,1,51,100,40,95
3574,100,10,1,1,47,100,40,96
3573,100,10,1,1,45,100,40,104
3578,100,10,1,1,55,100,40,99
3579,100,10,1,1,57,100,40,92
3580,100,10,1,1,59,100,40,99
3581,100,10,1,1,61,100,40,82
3583,100,10,1,1,65,100,40,94
3582,100,10,1,1,63,100,40,91
3584,100,10,1,1,67,100,40,105
3586,100,10,1,1,71,100,40,95
3585,100,10,1,1,69,100,40,105
3587,100,10,1,1,73,100,40,102
3588,100,10,1,1,75,100,40,82
3589,100,10,1,1,77,100,40,87
3590,100,10,1,1,79,100,40,97
3591,100,10,1,1,81,100,40,97
3594,100,10,1,1,87,100,40,90
3593,100,10,1,1,85,100,40,90
3592,100,10,1,1,83,100,40,98
3595,100,10,1,1,89,100,40,86
3597,100,10,1,1,93,100,40,80
3551,100,10,1,1,1,100,40,627
3598,100,10,1,1,95,100,40,84
3599,100,10,1,1,97,100,40,98
3596,100,10,1,1,91,100,40,96
3600,100,10,1,1,99,100,40,100
3604,100,10,1,1,7,100,60,125
3606,100,10,1,1,11,100,60,117
3603,100,10,1,1,5,100,60,151
3608,100,10,1,1,15,100,60,138
3612,100,10,1,1,23,100,60,89
3611,100,10,1,1,21,100,60,83
3605,100,10,1,1,9,100,60,160
3610,100,10,1,1,19,100,60,114
3607,100,10,1,1,13,100,60,141
3609,100,10,1,1,17,100,60,119
3614,100,10,1,1,27,100,60,84
3613,100,10,1,1,25,100,60,86
3615,100,10,1,1,29,100,60,98
3616,100,10,1,1,31,100,60,74
3618,100,10,1,1,35,100,60,62
3602,100,10,1,1,3,100,60,285
3617,100,10,1,1,33,100,60,82
3619,100,10,1,1,37,100,60,80
3621,100,10,1,1,41,100,60,78
3623,100,10,1,1,45,100,60,75
3620,100,10,1,1,39,100,60,77
3625,100,10,1,1,49,100,60,75
3627,100,10,1,1,53,100,60,60
3624,100,10,1,1,47,100,60,73
3622,100,10,1,1,43,100,60,84
3626,100,10,1,1,51,100,60,82
3629,100,10,1,1,57,100,60,65
3628,100,10,1,1,55,100,60,109
3630,100,10,1,1,59,100,60,70
3633,100,10,1,1,65,100,60,56
3631,100,10,1,1,61,100,60,84
3632,100,10,1,1,63,100,60,71
3634,100,10,1,1,67,100,60,74
3635,100,10,1,1,69,100,60,61
3637,100,10,1,1,73,100,60,68
3636,100,10,1,1,71,100,60,66
3639,100,10,1,1,77,100,60,71
3640,100,10,1,1,79,100,60,70
3641,100,10,1,1,81,100,60,69
3638,100,10,1,1,75,100,60,86
3643,100,10,1,1,85,100,60,67
3642,100,10,1,1,83,100,60,82
3646,100,10,1,1,91,100,60,71
3644,100,10,1,1,87,100,60,73
3645,100,10,1,1,89,100,60,71
3647,100,10,1,1,93,100,60,69
3649,100,10,1,1,97,100,60,57
3648,100,10,1,1,95,100,60,76
3650,100,10,1,1,99,100,60,64
3656,100,10,1,1,11,100,80,95
3654,100,10,1,1,7,100,80,135
3655,100,10,1,1,9,100,80,129
3658,100,10,1,1,15,100,80,87
3653,100,10,1,1,5,100,80,150
3660,100,10,1,1,19,100,80,78
3663,100,10,1,1,25,100,80,64
3657,100,10,1,1,13,100,80,128
3601,100,10,1,1,1,100,60,549
3659,100,10,1,1,17,100,80,93
3661,100,10,1,1,21,100,80,87
3664,100,10,1,1,27,100,80,75
3662,100,10,1,1,23,100,80,105
3666,100,10,1,1,31,100,80,55
3665,100,10,1,1,29,100,80,90
3652,100,10,1,1,3,100,80,216
3668,100,10,1,1,35,100,80,57
3670,100,10,1,1,39,100,80,62
3667,100,10,1,1,33,100,80,111
3669,100,10,1,1,37,100,80,64
3674,100,10,1,1,47,100,80,60
3671,100,10,1,1,41,100,80,54
3673,100,10,1,1,45,100,80,56
3675,100,10,1,1,49,100,80,57
3678,100,10,1,1,55,100,80,55
3676,100,10,1,1,51,100,80,56
3677,100,10,1,1,53,100,80,59
3672,100,10,1,1,43,100,80,79
3679,100,10,1,1,57,100,80,59
3680,100,10,1,1,59,100,80,70
3681,100,10,1,1,61,100,80,54
3682,100,10,1,1,63,100,80,69
3684,100,10,1,1,67,100,80,55
3683,100,10,1,1,65,100,80,61
3685,100,10,1,1,69,100,80,62
3689,100,10,1,1,77,100,80,50
3688,100,10,1,1,75,100,80,54
3692,100,10,1,1,83,100,80,45
3690,100,10,1,1,79,100,80,54
3691,100,10,1,1,81,100,80,62
3687,100,10,1,1,73,100,80,63
3693,100,10,1,1,85,100,80,57
3686,100,10,1,1,71,100,80,100
3695,100,10,1,1,89,100,80,54
3694,100,10,1,1,87,100,80,61
3696,100,10,1,1,91,100,80,55
3697,100,10,1,1,93,100,80,57
3698,100,10,1,1,95,100,80,53
3699,100,10,1,1,97,100,80,57
3700,100,10,1,1,99,100,80,53
3704,100,10,1,1,7,100,100,95
3708,100,10,1,1,15,100,100,69
3707,100,10,1,1,13,100,100,91
3709,100,10,1,1,17,100,100,62
3705,100,10,1,1,9,100,100,118
3710,100,10,1,1,19,100,100,71
3706,100,10,1,1,11,100,100,101
3712,100,10,1,1,23,100,100,57
3711,100,10,1,1,21,100,100,66
3713,100,10,1,1,25,100,100,69
3651,100,10,1,1,1,100,80,498
3703,100,10,1,1,5,100,100,182
3714,100,10,1,1,27,100,100,58
3716,100,10,1,1,31,100,100,49
3715,100,10,1,1,29,100,100,72
3717,100,10,1,1,33,100,100,56
3702,100,10,1,1,3,100,100,201
3720,100,10,1,1,39,100,100,46
3719,100,10,1,1,37,100,100,51
3718,100,10,1,1,35,100,100,55
3722,100,10,1,1,43,100,100,52
3724,100,10,1,1,47,100,100,50
3721,100,10,1,1,41,100,100,70
3723,100,10,1,1,45,100,100,60
3725,100,10,1,1,49,100,100,50
3726,100,10,1,1,51,100,100,47
3727,100,10,1,1,53,100,100,54
3728,100,10,1,1,55,100,100,54
3729,100,10,1,1,57,100,100,54
3730,100,10,1,1,59,100,100,46
3731,100,10,1,1,61,100,100,49
3734,100,10,1,1,67,100,100,43
3735,100,10,1,1,69,100,100,52
3733,100,10,1,1,65,100,100,57
3736,100,10,1,1,71,100,100,49
3737,100,10,1,1,73,100,100,48
3738,100,10,1,1,75,100,100,43
3732,100,10,1,1,63,100,100,86
3742,100,10,1,1,83,100,100,42
3741,100,10,1,1,81,100,100,45
3739,100,10,1,1,77,100,100,57
3740,100,10,1,1,79,100,100,47
3744,100,10,1,1,87,100,100,48
3743,100,10,1,1,85,100,100,51
3746,100,10,1,1,91,100,100,45
3745,100,10,1,1,89,100,100,51
3747,100,10,1,1,93,100,100,51
3748,100,10,1,1,95,100,100,44
3749,100,10,1,1,97,100,100,47
3750,100,10,1,1,99,100,100,45
3701,100,10,1,1,1,100,100,435
3758,100,10,1,1,15,100,20,220
3763,100,10,1,1,25,100,20,154
3755,100,10,1,1,9,100,20,231
3757,100,10,1,1,13,100,20,218
3761,100,10,1,1,21,100,20,178
3764,100,10,1,1,27,100,20,191
3759,100,10,1,1,17,100,20,267
3765,100,10,1,1,29,100,20,169
3760,100,10,1,1,19,100,20,236
3762,100,10,1,1,23,100,20,231
3756,100,10,1,1,11,100,20,343
3753,100,10,1,1,5,100,20,286
3754,100,10,1,1,7,100,20,323
3766,100,10,1,1,31,100,20,171
3752,100,10,1,1,3,100,20,433
3769,100,10,1,1,37,100,20,179
3770,100,10,1,1,39,100,20,176
3772,100,10,1,1,43,100,20,150
3773,100,10,1,1,45,100,20,134
3774,100,10,1,1,47,100,20,133
3767,100,10,1,1,33,100,20,214
3777,100,10,1,1,53,100,20,120
3771,100,10,1,1,41,100,20,183
3768,100,10,1,1,35,100,20,192
3776,100,10,1,1,51,100,20,188
3779,100,10,1,1,57,100,20,152
3775,100,10,1,1,49,100,20,182
3778,100,10,1,1,55,100,20,177
3780,100,10,1,1,59,100,20,178
3787,100,10,1,1,73,100,20,153
3784,100,10,1,1,67,100,20,137
3782,100,10,1,1,63,100,20,166
3785,100,10,1,1,69,100,20,161
3781,100,10,1,1,61,100,20,228
3783,100,10,1,1,65,100,20,199
3789,100,10,1,1,77,100,20,138
3791,100,10,1,1,81,100,20,161
3788,100,10,1,1,75,100,20,160
3786,100,10,1,1,71,100,20,169
3792,100,10,1,1,83,100,20,137
3790,100,10,1,1,79,100,20,168
3793,100,10,1,1,85,100,20,152
3794,100,10,1,1,87,100,20,158
3795,100,10,1,1,89,100,20,187
3807,100,10,1,1,13,100,40,119
3806,100,10,1,1,11,100,40,143
3804,100,10,1,1,7,100,40,174
3809,100,10,1,1,17,100,40,95
3808,100,10,1,1,15,100,40,153
3797,100,10,1,1,93,100,20,154
3799,100,10,1,1,97,100,20,148
3751,100,10,1,1,1,100,20,850
3798,100,10,1,1,95,100,20,169
3796,100,10,1,1,91,100,20,165
3805,100,10,1,1,9,100,40,190
3800,100,10,1,1,99,100,20,177
3803,100,10,1,1,5,100,40,298
3810,100,10,1,1,19,100,40,98
3812,100,10,1,1,23,100,40,121
3811,100,10,1,1,21,100,40,158
