[run number],number-of-tasks,vicinity-radius,self-conscious-coeff,dependence-exponent,number-of-people,initial-patience,willingness-to-help,[step]
13316,100,10,1,1,31,100,40,107
13317,100,10,1,1,33,100,40,130
13315,100,10,1,1,29,100,40,117
13318,100,10,1,1,35,100,40,146
13321,100,10,1,1,41,100,40,99
13320,100,10,1,1,39,100,40,109
13322,100,10,1,1,43,100,40,97
13323,100,10,1,1,45,100,40,103
13324,100,10,1,1,47,100,40,88
13326,100,10,1,1,51,100,40,90
13325,100,10,1,1,49,100,40,101
13327,100,10,1,1,53,100,40,92
13329,100,10,1,1,57,100,40,81
13330,100,10,1,1,59,100,40,93
13332,100,10,1,1,63,100,40,95
13328,100,10,1,1,55,100,40,98
13334,100,10,1,1,67,100,40,82
13331,100,10,1,1,61,100,40,100
13333,100,10,1,1,65,100,40,88
13337,100,10,1,1,73,100,40,73
13335,100,10,1,1,69,100,40,97
13338,100,10,1,1,75,100,40,75
13336,100,10,1,1,71,100,40,93
13342,100,10,1,1,83,100,40,78
13340,100,10,1,1,79,100,40,95
13339,100,10,1,1,77,100,40,98
13344,100,10,1,1,87,100,40,105
13341,100,10,1,1,81,100,40,125
13343,100,10,1,1,85,100,40,101
13345,100,10,1,1,89,100,40,89
13347,100,10,1,1,93,100,40,84
13348,100,10,1,1,95,100,40,77
13301,100,10,1,1,1,100,40,607
13346,100,10,1,1,91,100,40,103
13350,100,10,1,1,99,100,40,89
13349,100,10,1,1,97,100,40,98
13359,100,10,1,1,17,100,60,83
13353,100,10,1,1,5,100,60,168
13354,100,10,1,1,7,100,60,136
13362,100,10,1,1,23,100,60,81
13360,100,10,1,1,19,100,60,76
13363,100,10,1,1,25,100,60,71
13361,100,10,1,1,21,100,60,80
13356,100,10,1,1,11,100,60,130
13357,100,10,1,1,13,100,60,109
13355,100,10,1,1,9,100,60,138
13358,100,10,1,1,15,100,60,105
13364,100,10,1,1,27,100,60,87
13365,100,10,1,1,29,100,60,90
13366,100,10,1,1,31,100,60,76
13352,100,10,1,1,3,100,60,252
13372,100,10,1,1,43,100,60,60
13367,100,10,1,1,33,100,60,71
13369,100,10,1,1,37,100,60,68
13375,100,10,1,1,49,100,60,74
13374,100,10,1,1,47,100,60,76
13370,100,10,1,1,39,100,60,82
13371,100,10,1,1,41,100,60,75
13368,100,10,1,1,35,100,60,84
13373,100,10,1,1,45,100,60,94
13376,100,10,1,1,51,100,60,89
13378,100,10,1,1,55,100,60,69
13377,100,10,1,1,53,100,60,94
13379,100,10,1,1,57,100,60,70
13380,100,10,1,1,59,100,60,71
13382,100,10,1,1,63,100,60,68
13384,100,10,1,1,67,100,60,67
13383,100,10,1,1,65,100,60,80
13381,100,10,1,1,61,100,60,78
13388,100,10,1,1,75,100,60,65
13386,100,10,1,1,71,100,60,66
13389,100,10,1,1,77,100,60,67
13385,100,10,1,1,69,100,60,87
13387,100,10,1,1,73,100,60,80
13391,100,10,1,1,81,100,60,70
13390,100,10,1,1,79,100,60,66
13392,100,10,1,1,83,100,60,65
13394,100,10,1,1,87,100,60,67
13393,100,10,1,1,85,100,60,73
13396,100,10,1,1,91,100,60,70
13395,100,10,1,1,89,100,60,81
13400,100,10,1,1,99,100,60,56
13397,100,10,1,1,93,100,60,61
13406,100,10,1,1,11,100,80,112
13405,100,10,1,1,9,100,80,112
13398,100,10,1,1,95,100,60,74
13407,100,10,1,1,13,100,80,86
13399,100,10,1,1,97,100,60,75
13403,100,10,1,1,5,100,80,140
13409,100,10,1,1,17,100,80,99
13408,100,10,1,1,15,100,80,113
13404,100,10,1,1,7,100,80,155
13351,100,10,1,1,1,100,60,563
13410,100,10,1,1,19,100,80,86
13413,100,10,1,1,25,100,80,72
13411,100,10,1,1,21,100,80,79
13412,100,10,1,1,23,100,80,89
13414,100,10,1,1,27,100,80,86
13415,100,10,1,1,29,100,80,74
13418,100,10,1,1,35,100,80,61
13416,100,10,1,1,31,100,80,72
13419,100,10,1,1,37,100,80,82
13421,100,10,1,1,41,100,80,57
13423,100,10,1,1,45,100,80,51
13417,100,10,1,1,33,100,80,77
13420,100,10,1,1,39,100,80,76
13422,100,10,1,1,43,100,80,54
13425,100,10,1,1,49,100,80,64
13402,100,10,1,1,3,100,80,287
13424,100,10,1,1,47,100,80,63
13427,100,10,1,1,53,100,80,59
13426,100,10,1,1,51,100,80,72
13428,100,10,1,1,55,100,80,60
13429,100,10,1,1,57,100,80,74
13431,100,10,1,1,61,100,80,53
13432,100,10,1,1,63,100,80,60
13430,100,10,1,1,59,100,80,59
13436,100,10,1,1,71,100,80,45
13433,100,10,1,1,65,100,80,60
13434,100,10,1,1,67,100,80,63
13435,100,10,1,1,69,100,80,54
13437,100,10,1,1,73,100,80,60
13438,100,10,1,1,75,100,80,55
13441,100,10,1,1,81,100,80,55
13439,100,10,1,1,77,100,80,58
13440,100,10,1,1,79,100,80,57
13443,100,10,1,1,85,100,80,54
13442,100,10,1,1,83,100,80,63
13444,100,10,1,1,87,100,80,61
13446,100,10,1,1,91,100,80,55
13448,100,10,1,1,95,100,80,51
13449,100,10,1,1,97,100,80,52
13447,100,10,1,1,93,100,80,67
13445,100,10,1,1,89,100,80,76
13455,100,10,1,1,9,100,100,105
13450,100,10,1,1,99,100,80,69
13456,100,10,1,1,11,100,100,84
13457,100,10,1,1,13,100,100,66
13454,100,10,1,1,7,100,100,120
13460,100,10,1,1,19,100,100,67
13459,100,10,1,1,17,100,100,93
13401,100,10,1,1,1,100,80,470
13462,100,10,1,1,23,100,100,60
13453,100,10,1,1,5,100,100,136
13458,100,10,1,1,15,100,100,78
13467,100,10,1,1,33,100,100,55
13461,100,10,1,1,21,100,100,121
13463,100,10,1,1,25,100,100,71
13465,100,10,1,1,29,100,100,77
13464,100,10,1,1,27,100,100,55
13468,100,10,1,1,35,100,100,65
13466,100,10,1,1,31,100,100,69
13471,100,10,1,1,41,100,100,50
13473,100,10,1,1,45,100,100,46
13470,100,10,1,1,39,100,100,59
13472,100,10,1,1,43,100,100,54
13469,100,10,1,1,37,100,100,65
13474,100,10,1,1,47,100,100,67
13477,100,10,1,1,53,100,100,41
13475,100,10,1,1,49,100,100,57
13482,100,10,1,1,63,100,100,43
13479,100,10,1,1,57,100,100,52
13478,100,10,1,1,55,100,100,62
13480,100,10,1,1,59,100,100,44
13481,100,10,1,1,61,100,100,51
13476,100,10,1,1,51,100,100,65
13452,100,10,1,1,3,100,100,296
13483,100,10,1,1,65,100,100,58
13484,100,10,1,1,67,100,100,54
13486,100,10,1,1,71,100,100,46
13485,100,10,1,1,69,100,100,55
13487,100,10,1,1,73,100,100,44
13491,100,10,1,1,81,100,100,39
13488,100,10,1,1,75,100,100,44
13490,100,10,1,1,79,100,100,46
13489,100,10,1,1,77,100,100,44
13492,100,10,1,1,83,100,100,43
13496,100,10,1,1,91,100,100,49
13493,100,10,1,1,85,100,100,56
13495,100,10,1,1,89,100,100,49
13494,100,10,1,1,87,100,100,57
13497,100,10,1,1,93,100,100,41
13499,100,10,1,1,97,100,100,45
13498,100,10,1,1,95,100,100,56
13500,100,10,1,1,99,100,100,50
13451,100,10,1,1,1,100,100,489
13507,100,10,1,1,13,100,20,195
13506,100,10,1,1,11,100,20,203
13511,100,10,1,1,21,100,20,147
13504,100,10,1,1,7,100,20,229
13510,100,10,1,1,19,100,20,199
13508,100,10,1,1,15,100,20,208
13513,100,10,1,1,25,100,20,172
13514,100,10,1,1,27,100,20,168
13512,100,10,1,1,23,100,20,183
13515,100,10,1,1,29,100,20,158
13509,100,10,1,1,17,100,20,231
13505,100,10,1,1,9,100,20,245
13516,100,10,1,1,31,100,20,209
13503,100,10,1,1,5,100,20,339
13502,100,10,1,1,3,100,20,428
13518,100,10,1,1,35,100,20,146
13517,100,10,1,1,33,100,20,181
13521,100,10,1,1,41,100,20,128
13524,100,10,1,1,47,100,20,150
13519,100,10,1,1,37,100,20,160
13526,100,10,1,1,51,100,20,141
13527,100,10,1,1,53,100,20,139
13528,100,10,1,1,55,100,20,139
13525,100,10,1,1,49,100,20,169
13520,100,10,1,1,39,100,20,214
13522,100,10,1,1,43,100,20,194
13523,100,10,1,1,45,100,20,217
13529,100,10,1,1,57,100,20,155
13530,100,10,1,1,59,100,20,164
13531,100,10,1,1,61,100,20,176
13533,100,10,1,1,65,100,20,157
13532,100,10,1,1,63,100,20,174
13534,100,10,1,1,67,100,20,163
13535,100,10,1,1,69,100,20,164
13538,100,10,1,1,75,100,20,149
13537,100,10,1,1,73,100,20,144
13539,100,10,1,1,77,100,20,148
13540,100,10,1,1,79,100,20,144
13536,100,10,1,1,71,100,20,181
13541,100,10,1,1,81,100,20,165
13544,100,10,1,1,87,100,20,131
13542,100,10,1,1,83,100,20,170
13501,100,10,1,1,1,100,20,821
13543,100,10,1,1,85,100,20,185
13546,100,10,1,1,91,100,20,138
13545,100,10,1,1,89,100,20,178
13556,100,10,1,1,11,100,40,164
13548,100,10,1,1,95,100,20,179
13547,100,10,1,1,93,100,20,157
13555,100,10,1,1,9,100,40,196
13554,100,10,1,1,7,100,40,196
13549,100,10,1,1,97,100,20,152
13553,100,10,1,1,5,100,40,203
13550,100,10,1,1,99,100,20,153
13560,100,10,1,1,19,100,40,104
13557,100,10,1,1,13,100,40,127
13558,100,10,1,1,15,100,40,121
13559,100,10,1,1,17,100,40,178
13562,100,10,1,1,23,100,40,83
13552,100,10,1,1,3,100,40,297
13561,100,10,1,1,21,100,40,119
13563,100,10,1,1,25,100,40,99
13564,100,10,1,1,27,100,40,97
13567,100,10,1,1,33,100,40,88
13566,100,10,1,1,31,100,40,98
13565,100,10,1,1,29,100,40,121
13568,100,10,1,1,35,100,40,98
13572,100,10,1,1,43,100,40,79
13569,100,10,1,1,37,100,40,89
13571,100,10,1,1,41,100,40,97
13570,100,10,1,1,39,100,40,110
13573,100,10,1,1,45,100,40,105
13575,100,10,1,1,49,100,40,96
13574,100,10,1,1,47,100,40,104
13577,100,10,1,1,53,100,40,98
13576,100,10,1,1,51,100,40,117
13578,100,10,1,1,55,100,40,119
13580,100,10,1,1,59,100,40,95
13579,100,10,1,1,57,100,40,99
13582,100,10,1,1,63,100,40,83
13581,100,10,1,1,61,100,40,90
13585,100,10,1,1,69,100,40,96
13586,100,10,1,1,71,100,40,102
13587,100,10,1,1,73,100,40,104
13584,100,10,1,1,67,100,40,101
13588,100,10,1,1,75,100,40,97
13589,100,10,1,1,77,100,40,96
13590,100,10,1,1,79,100,40,87
13591,100,10,1,1,81,100,40,94
13583,100,10,1,1,65,100,40,98
13592,100,10,1,1,83,100,40,111
13596,100,10,1,1,91,100,40,74
13593,100,10,1,1,85,100,40,108
13594,100,10,1,1,87,100,40,93
13599,100,10,1,1,97,100,40,83
13597,100,10,1,1,93,100,40,96
13595,100,10,1,1,89,100,40,116
13598,100,10,1,1,95,100,40,96
13600,100,10,1,1,99,100,40,99
13605,100,10,1,1,9,100,60,121
13603,100,10,1,1,5,100,60,144
13551,100,10,1,1,1,100,40,598
13604,100,10,1,1,7,100,60,144
13606,100,10,1,1,11,100,60,142
13609,100,10,1,1,17,100,60,97
13607,100,10,1,1,13,100,60,139
13610,100,10,1,1,19,100,60,82
13608,100,10,1,1,15,100,60,124
13611,100,10,1,1,21,100,60,91
13612,100,10,1,1,23,100,60,76
13616,100,10,1,1,31,100,60,71
13615,100,10,1,1,29,100,60,80
13614,100,10,1,1,27,100,60,81
13613,100,10,1,1,25,100,60,103
13620,100,10,1,1,39,100,60,69
13619,100,10,1,1,37,100,60,73
13617,100,10,1,1,33,100,60,89
13618,100,10,1,1,35,100,60,79
13602,100,10,1,1,3,100,60,275
13621,100,10,1,1,41,100,60,75
13624,100,10,1,1,47,100,60,83
13623,100,10,1,1,45,100,60,84
13622,100,10,1,1,43,100,60,87
13626,100,10,1,1,51,100,60,70
13625,100,10,1,1,49,100,60,103
13629,100,10,1,1,57,100,60,69
13627,100,10,1,1,53,100,60,83
13628,100,10,1,1,55,100,60,78
13630,100,10,1,1,59,100,60,70
13631,100,10,1,1,61,100,60,63
13635,100,10,1,1,69,100,60,68
13632,100,10,1,1,63,100,60,80
13638,100,10,1,1,75,100,60,57
13636,100,10,1,1,71,100,60,71
13633,100,10,1,1,65,100,60,77
13637,100,10,1,1,73,100,60,78
13634,100,10,1,1,67,100,60,84
13639,100,10,1,1,77,100,60,79
13640,100,10,1,1,79,100,60,58
13641,100,10,1,1,81,100,60,71
13646,100,10,1,1,91,100,60,52
13644,100,10,1,1,87,100,60,71
13643,100,10,1,1,85,100,60,73
13642,100,10,1,1,83,100,60,80
13647,100,10,1,1,93,100,60,61
13645,100,10,1,1,89,100,60,82
13648,100,10,1,1,95,100,60,69
13649,100,10,1,1,97,100,60,61
13650,100,10,1,1,99,100,60,72
13654,100,10,1,1,7,100,80,122
13656,100,10,1,1,11,100,80,104
13658,100,10,1,1,15,100,80,88
13659,100,10,1,1,17,100,80,92
13655,100,10,1,1,9,100,80,132
13653,100,10,1,1,5,100,80,162
13660,100,10,1,1,19,100,80,76
13661,100,10,1,1,21,100,80,69
13657,100,10,1,1,13,100,80,120
13663,100,10,1,1,25,100,80,70
13601,100,10,1,1,1,100,60,537
13662,100,10,1,1,23,100,80,100
13652,100,10,1,1,3,100,80,222
13664,100,10,1,1,27,100,80,73
13665,100,10,1,1,29,100,80,71
13667,100,10,1,1,33,100,80,59
13668,100,10,1,1,35,100,80,65
13666,100,10,1,1,31,100,80,76
13669,100,10,1,1,37,100,80,64
13671,100,10,1,1,41,100,80,61
13672,100,10,1,1,43,100,80,54
13673,100,10,1,1,45,100,80,61
13674,100,10,1,1,47,100,80,54
13670,100,10,1,1,39,100,80,78
13675,100,10,1,1,49,100,80,73
13677,100,10,1,1,53,100,80,50
13676,100,10,1,1,51,100,80,57
13678,100,10,1,1,55,100,80,67
13679,100,10,1,1,57,100,80,54
13680,100,10,1,1,59,100,80,54
13681,100,10,1,1,61,100,80,60
13683,100,10,1,1,65,100,80,57
13682,100,10,1,1,63,100,80,64
13684,100,10,1,1,67,100,80,62
13688,100,10,1,1,75,100,80,46
13686,100,10,1,1,71,100,80,56
13687,100,10,1,1,73,100,80,61
13685,100,10,1,1,69,100,80,67
13689,100,10,1,1,77,100,80,61
13690,100,10,1,1,79,100,80,53
13691,100,10,1,1,81,100,80,61
13693,100,10,1,1,85,100,80,56
13692,100,10,1,1,83,100,80,61
13694,100,10,1,1,87,100,80,49
13696,100,10,1,1,91,100,80,57
13698,100,10,1,1,95,100,80,50
13695,100,10,1,1,89,100,80,59
13697,100,10,1,1,93,100,80,58
13699,100,10,1,1,97,100,80,53
13705,100,10,1,1,9,100,100,83
13700,100,10,1,1,99,100,80,68
13707,100,10,1,1,13,100,100,81
13706,100,10,1,1,11,100,100,115
13712,100,10,1,1,23,100,100,52
13708,100,10,1,1,15,100,100,108
13710,100,10,1,1,19,100,100,78
13709,100,10,1,1,17,100,100,90
13713,100,10,1,1,25,100,100,67
13711,100,10,1,1,21,100,100,93
13714,100,10,1,1,27,100,100,62
13704,100,10,1,1,7,100,100,175
13651,100,10,1,1,1,100,80,501
13703,100,10,1,1,5,100,100,159
13717,100,10,1,1,33,100,100,51
13716,100,10,1,1,31,100,100,71
13719,100,10,1,1,37,100,100,47
13715,100,10,1,1,29,100,100,75
13718,100,10,1,1,35,100,100,52
13702,100,10,1,1,3,100,100,225
13721,100,10,1,1,41,100,100,52
13723,100,10,1,1,45,100,100,50
13720,100,10,1,1,39,100,100,60
13722,100,10,1,1,43,100,100,65
13727,100,10,1,1,53,100,100,44
13725,100,10,1,1,49,100,100,57
13726,100,10,1,1,51,100,100,57
13729,100,10,1,1,57,100,100,49
13724,100,10,1,1,47,100,100,69
13728,100,10,1,1,55,100,100,62
13730,100,10,1,1,59,100,100,41
13731,100,10,1,1,61,100,100,52
13732,100,10,1,1,63,100,100,58
13733,100,10,1,1,65,100,100,63
13738,100,10,1,1,75,100,100,39
13734,100,10,1,1,67,100,100,53
13735,100,10,1,1,69,100,100,55
13736,100,10,1,1,71,100,100,56
13739,100,10,1,1,77,100,100,46
13737,100,10,1,1,73,100,100,60
13740,100,10,1,1,79,100,100,44
13742,100,10,1,1,83,100,100,49
13741,100,10,1,1,81,100,100,45
13744,100,10,1,1,87,100,100,45
13745,100,10,1,1,89,100,100,48
13743,100,10,1,1,85,100,100,63
13746,100,10,1,1,91,100,100,43
13748,100,10,1,1,95,100,100,43
13747,100,10,1,1,93,100,100,49
13750,100,10,1,1,99,100,100,46
13749,100,10,1,1,97,100,100,50
13701,100,10,1,1,1,100,100,469
13758,100,10,1,1,15,100,20,190
13753,100,10,1,1,5,100,20,249
13760,100,10,1,1,19,100,20,177
13757,100,10,1,1,13,100,20,229
13761,100,10,1,1,21,100,20,192
13759,100,10,1,1,17,100,20,206
13762,100,10,1,1,23,100,20,185
13754,100,10,1,1,7,100,20,238
13763,100,10,1,1,25,100,20,161
13764,100,10,1,1,27,100,20,166
13765,100,10,1,1,29,100,20,162
13755,100,10,1,1,9,100,20,354
13756,100,10,1,1,11,100,20,300
13766,100,10,1,1,31,100,20,193
13752,100,10,1,1,3,100,20,436
13767,100,10,1,1,33,100,20,165
13772,100,10,1,1,43,100,20,154
13769,100,10,1,1,37,100,20,163
13770,100,10,1,1,39,100,20,153
13768,100,10,1,1,35,100,20,199
13773,100,10,1,1,45,100,20,164
13775,100,10,1,1,49,100,20,170
13771,100,10,1,1,41,100,20,175
13774,100,10,1,1,47,100,20,180
13777,100,10,1,1,53,100,20,165
13776,100,10,1,1,51,100,20,160
13779,100,10,1,1,57,100,20,175
13778,100,10,1,1,55,100,20,181
13780,100,10,1,1,59,100,20,142
13782,100,10,1,1,63,100,20,173
13781,100,10,1,1,61,100,20,180
13784,100,10,1,1,67,100,20,156
13783,100,10,1,1,65,100,20,174
13787,100,10,1,1,73,100,20,158
13785,100,10,1,1,69,100,20,158
13786,100,10,1,1,71,100,20,195
13793,100,10,1,1,85,100,20,128
13788,100,10,1,1,75,100,20,187
13789,100,10,1,1,77,100,20,171
13790,100,10,1,1,79,100,20,184
13791,100,10,1,1,81,100,20,162
13792,100,10,1,1,83,100,20,163
13794,100,10,1,1,87,100,20,157
13796,100,10,1,1,91,100,20,136
13805,100,10,1,1,9,100,40,122
13751,100,10,1,1,1,100,20,860
13797,100,10,1,1,93,100,20,150
13798,100,10,1,1,95,100,20,160
13795,100,10,1,1,89,100,20,173
13808,100,10,1,1,15,100,40,116
13807,100,10,1,1,13,100,40,167
13806,100,10,1,1,11,100,40,157
13803,100,10,1,1,5,100,40,214
13799,100,10,1,1,97,100,20,151
13809,100,10,1,1,17,100,40,107
13804,100,10,1,1,7,100,40,204
13802,100,10,1,1,3,100,40,208
13800,100,10,1,1,99,100,20,158
13811,100,10,1,1,21,100,40,115
13812,100,10,1,1,23,100,40,111
13810,100,10,1,1,19,100,40,130
13814,100,10,1,1,27,100,40,111
13818,100,10,1,1,35,100,40,103
13822,100,10,1,1,43,100,40,85
13816,100,10,1,1,31,100,40,122
13813,100,10,1,1,25,100,40,123
13815,100,10,1,1,29,100,40,125
13817,100,10,1,1,33,100,40,109
13819,100,10,1,1,37,100,40,109
13820,100,10,1,1,39,100,40,97
13821,100,10,1,1,41,100,40,98
13824,100,10,1,1,47,100,40,81
13823,100,10,1,1,45,100,40,109
13825,100,10,1,1,49,100,40,97
13826,100,10,1,1,51,100,40,101
13827,100,10,1,1,53,100,40,100
13829,100,10,1,1,57,100,40,95
13835,100,10,1,1,69,100,40,74
13833,100,10,1,1,65,100,40,75
13832,100,10,1,1,63,100,40,88
13830,100,10,1,1,59,100,40,98
13828,100,10,1,1,55,100,40,112
13831,100,10,1,1,61,100,40,91
13834,100,10,1,1,67,100,40,91
13836,100,10,1,1,71,100,40,93
13837,100,10,1,1,73,100,40,95
13838,100,10,1,1,75,100,40,112
13839,100,10,1,1,77,100,40,86
13840,100,10,1,1,79,100,40,90
13841,100,10,1,1,81,100,40,97
13843,100,10,1,1,85,100,40,94
13848,100,10,1,1,95,100,40,75
13844,100,10,1,1,87,100,40,116
13842,100,10,1,1,83,100,40,99
13845,100,10,1,1,89,100,40,96
13846,100,10,1,1,91,100,40,91
13801,100,10,1,1,1,100,40,610
13847,100,10,1,1,93,100,40,113
13849,100,10,1,1,97,100,40,101
13855,100,10,1,1,9,100,60,105
13850,100,10,1,1,99,100,40,103
13854,100,10,1,1,7,100,60,133
13853,100,10,1,1,5,100,60,155
13852,100,10,1,1,3,100,60,237
13856,100,10,1,1,11,100,60,139
13857,100,10,1,1,13,100,60,99
13860,100,10,1,1,19,100,60,93
13859,100,10,1,1,17,100,60,104
13858,100,10,1,1,15,100,60,122
13861,100,10,1,1,21,100,60,96
13863,100,10,1,1,25,100,60,88
13864,100,10,1,1,27,100,60,73
13865,100,10,1,1,29,100,60,78
13862,100,10,1,1,23,100,60,124
13867,100,10,1,1,33,100,60,85
13868,100,10,1,1,35,100,60,110
13866,100,10,1,1,31,100,60,108
13869,100,10,1,1,37,100,60,70
13871,100,10,1,1,41,100,60,68
13870,100,10,1,1,39,100,60,79
13873,100,10,1,1,45,100,60,69
13874,100,10,1,1,47,100,60,68
13875,100,10,1,1,49,100,60,69
13872,100,10,1,1,43,100,60,74
13877,100,10,1,1,53,100,60,65
13876,100,10,1,1,51,100,60,64
13879,100,10,1,1,57,100,60,76
13881,100,10,1,1,61,100,60,65
13880,100,10,1,1,59,100,60,76
13882,100,10,1,1,63,100,60,72
13883,100,10,1,1,65,100,60,74
13884,100,10,1,1,67,100,60,63
13885,100,10,1,1,69,100,60,64
13886,100,10,1,1,71,100,60,63
13887,100,10,1,1,73,100,60,62
13890,100,10,1,1,79,100,60,62
13878,100,10,1,1,55,100,60,84
13891,100,10,1,1,81,100,60,66
13889,100,10,1,1,77,100,60,73
13888,100,10,1,1,75,100,60,87
13892,100,10,1,1,83,100,60,71
13896,100,10,1,1,91,100,60,63
13893,100,10,1,1,85,100,60,72
13897,100,10,1,1,93,100,60,60
13895,100,10,1,1,89,100,60,75
13898,100,10,1,1,95,100,60,64
13894,100,10,1,1,87,100,60,95
13899,100,10,1,1,97,100,60,73
13900,100,10,1,1,99,100,60,67
13851,100,10,1,1,1,100,60,528
13906,100,10,1,1,11,100,80,91
13908,100,10,1,1,15,100,80,72
13909,100,10,1,1,17,100,80,74
13907,100,10,1,1,13,100,80,110
13905,100,10,1,1,9,100,80,152
13910,100,10,1,1,19,100,80,85
13903,100,10,1,1,5,100,80,153
13904,100,10,1,1,7,100,80,137
13912,100,10,1,1,23,100,80,75
13913,100,10,1,1,25,100,80,74
13915,100,10,1,1,29,100,80,66
13914,100,10,1,1,27,100,80,74
13916,100,10,1,1,31,100,80,62
13911,100,10,1,1,21,100,80,98
13917,100,10,1,1,33,100,80,61
13919,100,10,1,1,37,100,80,59
13918,100,10,1,1,35,100,80,68
13902,100,10,1,1,3,100,80,226
13924,100,10,1,1,47,100,80,48
13923,100,10,1,1,45,100,80,54
13921,100,10,1,1,41,100,80,59
13920,100,10,1,1,39,100,80,70
13922,100,10,1,1,43,100,80,65
13926,100,10,1,1,51,100,80,62
13927,100,10,1,1,53,100,80,59
13928,100,10,1,1,55,100,80,57
13929,100,10,1,1,57,100,80,58
13930,100,10,1,1,59,100,80,54
13925,100,10,1,1,49,100,80,90
13931,100,10,1,1,61,100,80,62
13933,100,10,1,1,65,100,80,57
13934,100,10,1,1,67,100,80,57
13932,100,10,1,1,63,100,80,64
13935,100,10,1,1,69,100,80,57
13938,100,10,1,1,75,100,80,53
13937,100,10,1,1,73,100,80,53
13936,100,10,1,1,71,100,80,62
13942,100,10,1,1,83,100,80,51
13939,100,10,1,1,77,100,80,60
13940,100,10,1,1,79,100,80,61
13943,100,10,1,1,85,100,80,54
13944,100,10,1,1,87,100,80,50
13941,100,10,1,1,81,100,80,57
13945,100,10,1,1,89,100,80,62
13947,100,10,1,1,93,100,80,51
13946,100,10,1,1,91,100,80,59
13948,100,10,1,1,95,100,80,52
13949,100,10,1,1,97,100,80,64
13955,100,10,1,1,9,100,100,85
13950,100,10,1,1,99,100,80,62
13960,100,10,1,1,19,100,100,82
13959,100,10,1,1,17,100,100,104
13954,100,10,1,1,7,100,100,118
13957,100,10,1,1,13,100,100,110
13958,100,10,1,1,15,100,100,103
13956,100,10,1,1,11,100,100,138
13962,100,10,1,1,23,100,100,60
13953,100,10,1,1,5,100,100,158
13961,100,10,1,1,21,100,100,86
13963,100,10,1,1,25,100,100,60
13964,100,10,1,1,27,100,100,67
13965,100,10,1,1,29,100,100,57
13966,100,10,1,1,31,100,100,55
13969,100,10,1,1,37,100,100,48
13970,100,10,1,1,39,100,100,48
13968,100,10,1,1,35,100,100,58
13901,100,10,1,1,1,100,80,485
13974,100,10,1,1,47,100,100,48
13967,100,10,1,1,33,100,100,93
13972,100,10,1,1,43,100,100,56
13973,100,10,1,1,45,100,100,50
13971,100,10,1,1,41,100,100,61
13952,100,10,1,1,3,100,100,290
13975,100,10,1,1,49,100,100,71
13976,100,10,1,1,51,100,100,60
13980,100,10,1,1,59,100,100,45
13977,100,10,1,1,53,100,100,60
13981,100,10,1,1,61,100,100,46
13984,100,10,1,1,67,100,100,46
13979,100,10,1,1,57,100,100,49
13978,100,10,1,1,55,100,100,56
13985,100,10,1,1,69,100,100,47
13983,100,10,1,1,65,100,100,49
13987,100,10,1,1,73,100,100,46
13988,100,10,1,1,75,100,100,42
13982,100,10,1,1,63,100,100,56
13989,100,10,1,1,77,100,100,50
13990,100,10,1,1,79,100,100,34
13986,100,10,1,1,71,100,100,62
13991,100,10,1,1,81,100,100,51
13992,100,10,1,1,83,100,100,44
13993,100,10,1,1,85,100,100,44
13994,100,10,1,1,87,100,100,57
13995,100,10,1,1,89,100,100,52
13996,100,10,1,1,91,100,100,42
13998,100,10,1,1,95,100,100,43
14000,100,10,1,1,99,100,100,50
13997,100,10,1,1,93,100,100,64
13999,100,10,1,1,97,100,100,49
14007,100,10,1,1,13,100,20,169
13951,100,10,1,1,1,100,100,477
14005,100,10,1,1,9,100,20,232
14013,100,10,1,1,25,100,20,199
14015,100,10,1,1,29,100,20,145
14004,100,10,1,1,7,100,20,271
14011,100,10,1,1,21,100,20,189
14008,100,10,1,1,15,100,20,207
14012,100,10,1,1,23,100,20,189
14010,100,10,1,1,19,100,20,225
14006,100,10,1,1,11,100,20,217
14014,100,10,1,1,27,100,20,178
14003,100,10,1,1,5,100,20,307
14009,100,10,1,1,17,100,20,276
14002,100,10,1,1,3,100,20,349
14016,100,10,1,1,31,100,20,184
14017,100,10,1,1,33,100,20,164
14018,100,10,1,1,35,100,20,193
14019,100,10,1,1,37,100,20,168
14021,100,10,1,1,41,100,20,143
14027,100,10,1,1,53,100,20,137
14023,100,10,1,1,45,100,20,151
14020,100,10,1,1,39,100,20,195
14025,100,10,1,1,49,100,20,174
14024,100,10,1,1,47,100,20,168
14022,100,10,1,1,43,100,20,171
14026,100,10,1,1,51,100,20,165
14028,100,10,1,1,55,100,20,189
14029,100,10,1,1,57,100,20,155
14031,100,10,1,1,61,100,20,143
14030,100,10,1,1,59,100,20,174
14035,100,10,1,1,69,100,20,153
14033,100,10,1,1,65,100,20,159
14032,100,10,1,1,63,100,20,157
14037,100,10,1,1,73,100,20,156
14038,100,10,1,1,75,100,20,138
14034,100,10,1,1,67,100,20,181
14040,100,10,1,1,79,100,20,144
14036,100,10,1,1,71,100,20,173
14039,100,10,1,1,77,100,20,179
14044,100,10,1,1,87,100,20,136
14043,100,10,1,1,85,100,20,132
14042,100,10,1,1,83,100,20,167
14041,100,10,1,1,81,100,20,189
14045,100,10,1,1,89,100,20,130
14057,100,10,1,1,13,100,40,126
14056,100,10,1,1,11,100,40,134
14046,100,10,1,1,91,100,20,170
