[run number],number-of-tasks,vicinity-radius,self-conscious-coeff,dependence-exponent,number-of-people,initial-patience,willingness-to-help,[step]
7173,100,10,1,1,45,200,50,74
7170,100,10,1,1,39,200,50,93
7169,100,10,1,1,37,200,50,90
7177,100,10,1,1,53,200,50,78
7172,100,10,1,1,43,200,50,94
7168,100,10,1,1,35,200,50,116
7174,100,10,1,1,47,200,50,91
7176,100,10,1,1,51,200,50,91
7179,100,10,1,1,57,200,50,92
7178,100,10,1,1,55,200,50,89
7175,100,10,1,1,49,200,50,104
7182,100,10,1,1,63,200,50,77
7180,100,10,1,1,59,200,50,86
7181,100,10,1,1,61,200,50,91
7185,100,10,1,1,69,200,50,68
7184,100,10,1,1,67,200,50,87
7183,100,10,1,1,65,200,50,88
7187,100,10,1,1,73,200,50,93
7189,100,10,1,1,77,200,50,84
7188,100,10,1,1,75,200,50,84
7190,100,10,1,1,79,200,50,72
7186,100,10,1,1,71,200,50,125
7191,100,10,1,1,81,200,50,79
7192,100,10,1,1,83,200,50,85
7196,100,10,1,1,91,200,50,67
7193,100,10,1,1,85,200,50,104
7195,100,10,1,1,89,200,50,77
7194,100,10,1,1,87,200,50,103
7199,100,10,1,1,97,200,50,66
7197,100,10,1,1,93,200,50,102
7198,100,10,1,1,95,200,50,86
7151,100,10,1,1,1,200,50,557
7200,100,10,1,1,99,200,50,83
7207,100,10,1,1,13,5,50,124
7206,100,10,1,1,11,5,50,132
7203,100,10,1,1,5,5,50,179
7205,100,10,1,1,9,5,50,176
7204,100,10,1,1,7,5,50,202
7208,100,10,1,1,15,5,50,149
7210,100,10,1,1,19,5,50,143
7209,100,10,1,1,17,5,50,152
7211,100,10,1,1,21,5,50,147
7214,100,10,1,1,27,5,50,111
7202,100,10,1,1,3,5,50,272
7212,100,10,1,1,23,5,50,153
7213,100,10,1,1,25,5,50,137
7216,100,10,1,1,31,5,50,122
7215,100,10,1,1,29,5,50,134
7217,100,10,1,1,33,5,50,108
7218,100,10,1,1,35,5,50,129
7219,100,10,1,1,37,5,50,129
7220,100,10,1,1,39,5,50,124
7223,100,10,1,1,45,5,50,119
7228,100,10,1,1,55,5,50,96
7226,100,10,1,1,51,5,50,117
7222,100,10,1,1,43,5,50,136
7225,100,10,1,1,49,5,50,118
7221,100,10,1,1,41,5,50,152
7224,100,10,1,1,47,5,50,143
7229,100,10,1,1,57,5,50,111
7227,100,10,1,1,53,5,50,118
7230,100,10,1,1,59,5,50,118
7231,100,10,1,1,61,5,50,105
7233,100,10,1,1,65,5,50,98
7201,100,10,1,1,1,5,50,618
7235,100,10,1,1,69,5,50,102
7232,100,10,1,1,63,5,50,128
7234,100,10,1,1,67,5,50,124
7236,100,10,1,1,71,5,50,109
7238,100,10,1,1,75,5,50,113
7237,100,10,1,1,73,5,50,130
7240,100,10,1,1,79,5,50,102
7241,100,10,1,1,81,5,50,107
7239,100,10,1,1,77,5,50,120
7244,100,10,1,1,87,5,50,117
7243,100,10,1,1,85,5,50,120
7242,100,10,1,1,83,5,50,127
7245,100,10,1,1,89,5,50,112
7246,100,10,1,1,91,5,50,115
7247,100,10,1,1,93,5,50,100
7256,100,10,1,1,11,10,50,120
7255,100,10,1,1,9,10,50,135
7254,100,10,1,1,7,10,50,182
7248,100,10,1,1,95,5,50,119
7257,100,10,1,1,13,10,50,140
7260,100,10,1,1,19,10,50,120
7259,100,10,1,1,17,10,50,102
7253,100,10,1,1,5,10,50,208
7258,100,10,1,1,15,10,50,127
7262,100,10,1,1,23,10,50,102
7261,100,10,1,1,21,10,50,109
7249,100,10,1,1,97,5,50,127
7252,100,10,1,1,3,10,50,292
7263,100,10,1,1,25,10,50,107
7250,100,10,1,1,99,5,50,128
7264,100,10,1,1,27,10,50,100
7265,100,10,1,1,29,10,50,92
7267,100,10,1,1,33,10,50,94
7266,100,10,1,1,31,10,50,117
7270,100,10,1,1,39,10,50,92
7269,100,10,1,1,37,10,50,92
7268,100,10,1,1,35,10,50,110
7271,100,10,1,1,41,10,50,113
7274,100,10,1,1,47,10,50,98
7275,100,10,1,1,49,10,50,91
7272,100,10,1,1,43,10,50,116
7276,100,10,1,1,51,10,50,93
7277,100,10,1,1,53,10,50,84
7278,100,10,1,1,55,10,50,77
7273,100,10,1,1,45,10,50,111
7280,100,10,1,1,59,10,50,102
7282,100,10,1,1,63,10,50,91
7279,100,10,1,1,57,10,50,111
7281,100,10,1,1,61,10,50,106
7283,100,10,1,1,65,10,50,84
7284,100,10,1,1,67,10,50,97
7285,100,10,1,1,69,10,50,95
7287,100,10,1,1,73,10,50,87
7289,100,10,1,1,77,10,50,80
7286,100,10,1,1,71,10,50,107
7251,100,10,1,1,1,10,50,544
7291,100,10,1,1,81,10,50,94
7288,100,10,1,1,75,10,50,99
7293,100,10,1,1,85,10,50,87
7292,100,10,1,1,83,10,50,101
7290,100,10,1,1,79,10,50,103
7297,100,10,1,1,93,10,50,74
7294,100,10,1,1,87,10,50,96
7295,100,10,1,1,89,10,50,103
7298,100,10,1,1,95,10,50,91
7296,100,10,1,1,91,10,50,92
7299,100,10,1,1,97,10,50,94
7309,100,10,1,1,17,20,50,97
7304,100,10,1,1,7,20,50,145
7300,100,10,1,1,99,10,50,95
7307,100,10,1,1,13,20,50,106
7303,100,10,1,1,5,20,50,183
7305,100,10,1,1,9,20,50,151
7306,100,10,1,1,11,20,50,152
7308,100,10,1,1,15,20,50,122
7312,100,10,1,1,23,20,50,106
7310,100,10,1,1,19,20,50,120
7311,100,10,1,1,21,20,50,122
7314,100,10,1,1,27,20,50,85
7313,100,10,1,1,25,20,50,102
7315,100,10,1,1,29,20,50,73
7316,100,10,1,1,31,20,50,86
7317,100,10,1,1,33,20,50,78
7320,100,10,1,1,39,20,50,94
7322,100,10,1,1,43,20,50,89
7323,100,10,1,1,45,20,50,80
7318,100,10,1,1,35,20,50,110
7321,100,10,1,1,41,20,50,87
7325,100,10,1,1,49,20,50,71
7324,100,10,1,1,47,20,50,76
7319,100,10,1,1,37,20,50,114
7302,100,10,1,1,3,20,50,359
7326,100,10,1,1,51,20,50,88
7327,100,10,1,1,53,20,50,75
7328,100,10,1,1,55,20,50,76
7329,100,10,1,1,57,20,50,77
7331,100,10,1,1,61,20,50,79
7330,100,10,1,1,59,20,50,94
7332,100,10,1,1,63,20,50,86
7336,100,10,1,1,71,20,50,74
7339,100,10,1,1,77,20,50,73
7337,100,10,1,1,73,20,50,88
7333,100,10,1,1,65,20,50,88
7334,100,10,1,1,67,20,50,90
7335,100,10,1,1,69,20,50,94
7338,100,10,1,1,75,20,50,91
7340,100,10,1,1,79,20,50,77
7343,100,10,1,1,85,20,50,74
7341,100,10,1,1,81,20,50,73
7342,100,10,1,1,83,20,50,88
7344,100,10,1,1,87,20,50,82
7345,100,10,1,1,89,20,50,79
7346,100,10,1,1,91,20,50,85
7301,100,10,1,1,1,20,50,559
7347,100,10,1,1,93,20,50,74
7348,100,10,1,1,95,20,50,76
7349,100,10,1,1,97,20,50,82
7357,100,10,1,1,13,50,50,104
7356,100,10,1,1,11,50,50,139
7353,100,10,1,1,5,50,50,172
7350,100,10,1,1,99,20,50,90
7358,100,10,1,1,15,50,50,106
7354,100,10,1,1,7,50,50,151
7359,100,10,1,1,17,50,50,104
7355,100,10,1,1,9,50,50,193
7360,100,10,1,1,19,50,50,104
7361,100,10,1,1,21,50,50,113
7363,100,10,1,1,25,50,50,99
7364,100,10,1,1,27,50,50,77
7362,100,10,1,1,23,50,50,98
7365,100,10,1,1,29,50,50,83
7366,100,10,1,1,31,50,50,80
7352,100,10,1,1,3,50,50,289
7369,100,10,1,1,37,50,50,108
7368,100,10,1,1,35,50,50,92
7367,100,10,1,1,33,50,50,96
7371,100,10,1,1,41,50,50,83
7370,100,10,1,1,39,50,50,84
7372,100,10,1,1,43,50,50,79
7373,100,10,1,1,45,50,50,73
7374,100,10,1,1,47,50,50,72
7376,100,10,1,1,51,50,50,68
7377,100,10,1,1,53,50,50,76
7378,100,10,1,1,55,50,50,66
7379,100,10,1,1,57,50,50,72
7375,100,10,1,1,49,50,50,94
7380,100,10,1,1,59,50,50,88
7381,100,10,1,1,61,50,50,78
7384,100,10,1,1,67,50,50,81
7386,100,10,1,1,71,50,50,72
7383,100,10,1,1,65,50,50,82
7382,100,10,1,1,63,50,50,107
7385,100,10,1,1,69,50,50,90
7388,100,10,1,1,75,50,50,70
7387,100,10,1,1,73,50,50,82
7389,100,10,1,1,77,50,50,82
7391,100,10,1,1,81,50,50,79
7390,100,10,1,1,79,50,50,83
7392,100,10,1,1,83,50,50,84
7393,100,10,1,1,85,50,50,98
7395,100,10,1,1,89,50,50,76
7394,100,10,1,1,87,50,50,96
7400,100,10,1,1,99,50,50,65
7351,100,10,1,1,1,50,50,564
7396,100,10,1,1,91,50,50,90
7398,100,10,1,1,95,50,50,85
7399,100,10,1,1,97,50,50,82
7397,100,10,1,1,93,50,50,97
7405,100,10,1,1,9,100,50,97
7407,100,10,1,1,13,100,50,120
7410,100,10,1,1,19,100,50,89
7406,100,10,1,1,11,100,50,136
7408,100,10,1,1,15,100,50,135
7404,100,10,1,1,7,100,50,177
7403,100,10,1,1,5,100,50,204
7409,100,10,1,1,17,100,50,109
7414,100,10,1,1,27,100,50,75
7412,100,10,1,1,23,100,50,91
7411,100,10,1,1,21,100,50,133
7402,100,10,1,1,3,100,50,201
7413,100,10,1,1,25,100,50,102
7417,100,10,1,1,33,100,50,68
7416,100,10,1,1,31,100,50,85
7415,100,10,1,1,29,100,50,128
7419,100,10,1,1,37,100,50,67
7418,100,10,1,1,35,100,50,90
7421,100,10,1,1,41,100,50,80
7420,100,10,1,1,39,100,50,93
7422,100,10,1,1,43,100,50,88
7423,100,10,1,1,45,100,50,85
7425,100,10,1,1,49,100,50,77
7424,100,10,1,1,47,100,50,84
7428,100,10,1,1,55,100,50,73
7426,100,10,1,1,51,100,50,87
7431,100,10,1,1,61,100,50,74
7427,100,10,1,1,53,100,50,118
7430,100,10,1,1,59,100,50,86
7429,100,10,1,1,57,100,50,94
7432,100,10,1,1,63,100,50,84
7433,100,10,1,1,65,100,50,81
7436,100,10,1,1,71,100,50,66
7435,100,10,1,1,69,100,50,77
7434,100,10,1,1,67,100,50,75
7438,100,10,1,1,75,100,50,72
7439,100,10,1,1,77,100,50,69
7437,100,10,1,1,73,100,50,90
7440,100,10,1,1,79,100,50,89
7441,100,10,1,1,81,100,50,74
7442,100,10,1,1,83,100,50,74
7443,100,10,1,1,85,100,50,70
7444,100,10,1,1,87,100,50,90
7447,100,10,1,1,93,100,50,69
7446,100,10,1,1,91,100,50,73
7445,100,10,1,1,89,100,50,77
7448,100,10,1,1,95,100,50,97
7449,100,10,1,1,97,100,50,91
7450,100,10,1,1,99,100,50,85
7456,100,10,1,1,11,200,50,137
7458,100,10,1,1,15,200,50,114
7401,100,10,1,1,1,100,50,584
7454,100,10,1,1,7,200,50,166
7459,100,10,1,1,17,200,50,105
7457,100,10,1,1,13,200,50,166
7455,100,10,1,1,9,200,50,163
7461,100,10,1,1,21,200,50,92
7460,100,10,1,1,19,200,50,114
7463,100,10,1,1,25,200,50,86
7465,100,10,1,1,29,200,50,84
7464,100,10,1,1,27,200,50,91
7462,100,10,1,1,23,200,50,157
7453,100,10,1,1,5,200,50,239
7452,100,10,1,1,3,200,50,259
7469,100,10,1,1,37,200,50,64
7468,100,10,1,1,35,200,50,79
7466,100,10,1,1,31,200,50,98
7470,100,10,1,1,39,200,50,90
7467,100,10,1,1,33,200,50,111
7473,100,10,1,1,45,200,50,83
7472,100,10,1,1,43,200,50,86
7474,100,10,1,1,47,200,50,72
7471,100,10,1,1,41,200,50,128
7477,100,10,1,1,53,200,50,83
7476,100,10,1,1,51,200,50,96
7478,100,10,1,1,55,200,50,76
7475,100,10,1,1,49,200,50,96
7479,100,10,1,1,57,200,50,88
7480,100,10,1,1,59,200,50,86
7482,100,10,1,1,63,200,50,65
7483,100,10,1,1,65,200,50,78
7481,100,10,1,1,61,200,50,86
7484,100,10,1,1,67,200,50,88
7485,100,10,1,1,69,200,50,72
7486,100,10,1,1,71,200,50,89
7487,100,10,1,1,73,200,50,72
7491,100,10,1,1,81,200,50,63
7488,100,10,1,1,75,200,50,95
7489,100,10,1,1,77,200,50,89
7490,100,10,1,1,79,200,50,86
7493,100,10,1,1,85,200,50,82
7496,100,10,1,1,91,200,50,67
7492,100,10,1,1,83,200,50,104
7495,100,10,1,1,89,200,50,82
7494,100,10,1,1,87,200,50,85
7497,100,10,1,1,93,200,50,76
7498,100,10,1,1,95,200,50,74
7499,100,10,1,1,97,200,50,74
7500,100,10,1,1,99,200,50,84
7507,100,10,1,1,13,5,50,108
7506,100,10,1,1,11,5,50,117
7451,100,10,1,1,1,200,50,557
7505,100,10,1,1,9,5,50,163
7504,100,10,1,1,7,5,50,158
7503,100,10,1,1,5,5,50,231
7508,100,10,1,1,15,5,50,133
7509,100,10,1,1,17,5,50,126
7511,100,10,1,1,21,5,50,134
7512,100,10,1,1,23,5,50,126
7514,100,10,1,1,27,5,50,125
7515,100,10,1,1,29,5,50,127
7513,100,10,1,1,25,5,50,140
7510,100,10,1,1,19,5,50,186
7502,100,10,1,1,3,5,50,289
7517,100,10,1,1,33,5,50,121
7519,100,10,1,1,37,5,50,124
7516,100,10,1,1,31,5,50,138
7518,100,10,1,1,35,5,50,117
7522,100,10,1,1,43,5,50,104
7520,100,10,1,1,39,5,50,133
7523,100,10,1,1,45,5,50,117
7524,100,10,1,1,47,5,50,117
7521,100,10,1,1,41,5,50,148
7525,100,10,1,1,49,5,50,123
7526,100,10,1,1,51,5,50,112
7528,100,10,1,1,55,5,50,113
7529,100,10,1,1,57,5,50,115
7527,100,10,1,1,53,5,50,124
7530,100,10,1,1,59,5,50,135
7532,100,10,1,1,63,5,50,109
7531,100,10,1,1,61,5,50,115
7534,100,10,1,1,67,5,50,107
7533,100,10,1,1,65,5,50,113
7535,100,10,1,1,69,5,50,123
7536,100,10,1,1,71,5,50,107
7537,100,10,1,1,73,5,50,115
7538,100,10,1,1,75,5,50,109
7539,100,10,1,1,77,5,50,115
7501,100,10,1,1,1,5,50,632
7542,100,10,1,1,83,5,50,99
7540,100,10,1,1,79,5,50,122
7543,100,10,1,1,85,5,50,94
7541,100,10,1,1,81,5,50,130
7544,100,10,1,1,87,5,50,108
7546,100,10,1,1,91,5,50,104
7545,100,10,1,1,89,5,50,107
7547,100,10,1,1,93,5,50,112
7548,100,10,1,1,95,5,50,113
7555,100,10,1,1,9,10,50,146
7556,100,10,1,1,11,10,50,134
7558,100,10,1,1,15,10,50,106
7554,100,10,1,1,7,10,50,161
7549,100,10,1,1,97,5,50,126
7560,100,10,1,1,19,10,50,93
7559,100,10,1,1,17,10,50,108
7553,100,10,1,1,5,10,50,184
7557,100,10,1,1,13,10,50,149
7552,100,10,1,1,3,10,50,253
7561,100,10,1,1,21,10,50,91
7550,100,10,1,1,99,5,50,136
7563,100,10,1,1,25,10,50,103
7562,100,10,1,1,23,10,50,125
7569,100,10,1,1,37,10,50,74
7567,100,10,1,1,33,10,50,82
7564,100,10,1,1,27,10,50,113
7566,100,10,1,1,31,10,50,90
7565,100,10,1,1,29,10,50,109
7568,100,10,1,1,35,10,50,94
7570,100,10,1,1,39,10,50,86
7571,100,10,1,1,41,10,50,94
7572,100,10,1,1,43,10,50,88
7573,100,10,1,1,45,10,50,102
7575,100,10,1,1,49,10,50,84
7576,100,10,1,1,51,10,50,99
7574,100,10,1,1,47,10,50,130
7582,100,10,1,1,63,10,50,69
7581,100,10,1,1,61,10,50,87
7577,100,10,1,1,53,10,50,94
7578,100,10,1,1,55,10,50,92
7585,100,10,1,1,69,10,50,73
7580,100,10,1,1,59,10,50,89
7579,100,10,1,1,57,10,50,92
7583,100,10,1,1,65,10,50,93
7584,100,10,1,1,67,10,50,92
7586,100,10,1,1,71,10,50,83
7587,100,10,1,1,73,10,50,86
7589,100,10,1,1,77,10,50,90
7588,100,10,1,1,75,10,50,95
7551,100,10,1,1,1,10,50,608
7591,100,10,1,1,81,10,50,74
7592,100,10,1,1,83,10,50,92
7594,100,10,1,1,87,10,50,85
7590,100,10,1,1,79,10,50,110
7596,100,10,1,1,91,10,50,100
7598,100,10,1,1,95,10,50,93
7597,100,10,1,1,93,10,50,98
7593,100,10,1,1,85,10,50,103
7595,100,10,1,1,89,10,50,110
7599,100,10,1,1,97,10,50,105
7600,100,10,1,1,99,10,50,97
7604,100,10,1,1,7,20,50,137
7605,100,10,1,1,9,20,50,143
7606,100,10,1,1,11,20,50,144
7607,100,10,1,1,13,20,50,137
7608,100,10,1,1,15,20,50,96
7609,100,10,1,1,17,20,50,102
7603,100,10,1,1,5,20,50,190
7602,100,10,1,1,3,20,50,225
7612,100,10,1,1,23,20,50,85
7611,100,10,1,1,21,20,50,100
7610,100,10,1,1,19,20,50,111
7613,100,10,1,1,25,20,50,96
7614,100,10,1,1,27,20,50,86
7615,100,10,1,1,29,20,50,86
7617,100,10,1,1,33,20,50,77
7616,100,10,1,1,31,20,50,109
7619,100,10,1,1,37,20,50,85
7618,100,10,1,1,35,20,50,88
7621,100,10,1,1,41,20,50,87
7620,100,10,1,1,39,20,50,80
7623,100,10,1,1,45,20,50,76
7624,100,10,1,1,47,20,50,71
7622,100,10,1,1,43,20,50,92
7626,100,10,1,1,51,20,50,82
7627,100,10,1,1,53,20,50,79
7625,100,10,1,1,49,20,50,82
7628,100,10,1,1,55,20,50,80
7630,100,10,1,1,59,20,50,75
7629,100,10,1,1,57,20,50,89
7632,100,10,1,1,63,20,50,71
7633,100,10,1,1,65,20,50,71
7634,100,10,1,1,67,20,50,95
7631,100,10,1,1,61,20,50,103
7636,100,10,1,1,71,20,50,74
7637,100,10,1,1,73,20,50,77
7635,100,10,1,1,69,20,50,86
7639,100,10,1,1,77,20,50,73
7641,100,10,1,1,81,20,50,69
7642,100,10,1,1,83,20,50,64
7638,100,10,1,1,75,20,50,90
7640,100,10,1,1,79,20,50,106
7643,100,10,1,1,85,20,50,78
7601,100,10,1,1,1,20,50,552
7646,100,10,1,1,91,20,50,67
7647,100,10,1,1,93,20,50,80
7644,100,10,1,1,87,20,50,88
7645,100,10,1,1,89,20,50,92
7648,100,10,1,1,95,20,50,80
7649,100,10,1,1,97,20,50,81
7650,100,10,1,1,99,20,50,86
7656,100,10,1,1,11,50,50,125
7655,100,10,1,1,9,50,50,138
7658,100,10,1,1,15,50,50,92
7659,100,10,1,1,17,50,50,107
7653,100,10,1,1,5,50,50,215
7654,100,10,1,1,7,50,50,157
7660,100,10,1,1,19,50,50,100
7657,100,10,1,1,13,50,50,167
7664,100,10,1,1,27,50,50,80
7662,100,10,1,1,23,50,50,101
7661,100,10,1,1,21,50,50,117
7665,100,10,1,1,29,50,50,98
7667,100,10,1,1,33,50,50,78
7666,100,10,1,1,31,50,50,107
7669,100,10,1,1,37,50,50,98
7670,100,10,1,1,39,50,50,74
7663,100,10,1,1,25,50,50,85
7652,100,10,1,1,3,50,50,291
7668,100,10,1,1,35,50,50,113
7671,100,10,1,1,41,50,50,104
7672,100,10,1,1,43,50,50,89
7673,100,10,1,1,45,50,50,78
7676,100,10,1,1,51,50,50,69
7677,100,10,1,1,53,50,50,75
7675,100,10,1,1,49,50,50,79
7674,100,10,1,1,47,50,50,102
7678,100,10,1,1,55,50,50,82
7680,100,10,1,1,59,50,50,85
7679,100,10,1,1,57,50,50,87
7681,100,10,1,1,61,50,50,79
7682,100,10,1,1,63,50,50,90
7683,100,10,1,1,65,50,50,70
7684,100,10,1,1,67,50,50,82
7685,100,10,1,1,69,50,50,93
7686,100,10,1,1,71,50,50,89
7687,100,10,1,1,73,50,50,88
7689,100,10,1,1,77,50,50,73
7690,100,10,1,1,79,50,50,82
7691,100,10,1,1,81,50,50,76
7692,100,10,1,1,83,50,50,92
7688,100,10,1,1,75,50,50,97
7693,100,10,1,1,85,50,50,84
7696,100,10,1,1,91,50,50,68
7694,100,10,1,1,87,50,50,80
7695,100,10,1,1,89,50,50,67
7698,100,10,1,1,95,50,50,72
7697,100,10,1,1,93,50,50,87
7700,100,10,1,1,99,50,50,69
7699,100,10,1,1,97,50,50,86
7706,100,10,1,1,11,100,50,118
7651,100,10,1,1,1,50,50,583
7707,100,10,1,1,13,100,50,105
7705,100,10,1,1,9,100,50,136
7710,100,10,1,1,19,100,50,92
7712,100,10,1,1,23,100,50,77
7709,100,10,1,1,17,100,50,112
7711,100,10,1,1,21,100,50,90
7708,100,10,1,1,15,100,50,123
7704,100,10,1,1,7,100,50,187
7713,100,10,1,1,25,100,50,83
7714,100,10,1,1,27,100,50,107
7715,100,10,1,1,29,100,50,81
7702,100,10,1,1,3,100,50,241
7703,100,10,1,1,5,100,50,216
7716,100,10,1,1,31,100,50,101
7717,100,10,1,1,33,100,50,103
7718,100,10,1,1,35,100,50,116
7719,100,10,1,1,37,100,50,110
7720,100,10,1,1,39,100,50,87
7721,100,10,1,1,41,100,50,95
7724,100,10,1,1,47,100,50,77
7722,100,10,1,1,43,100,50,91
7726,100,10,1,1,51,100,50,75
7725,100,10,1,1,49,100,50,98
7723,100,10,1,1,45,100,50,101
7730,100,10,1,1,59,100,50,77
7728,100,10,1,1,55,100,50,97
7729,100,10,1,1,57,100,50,72
7727,100,10,1,1,53,100,50,104
7732,100,10,1,1,63,100,50,76
7731,100,10,1,1,61,100,50,86
7734,100,10,1,1,67,100,50,79
7733,100,10,1,1,65,100,50,84
7735,100,10,1,1,69,100,50,78
7738,100,10,1,1,75,100,50,78
7739,100,10,1,1,77,100,50,79
7736,100,10,1,1,71,100,50,95
7737,100,10,1,1,73,100,50,93
7740,100,10,1,1,79,100,50,80
7743,100,10,1,1,85,100,50,61
7742,100,10,1,1,83,100,50,63
7741,100,10,1,1,81,100,50,94
7745,100,10,1,1,89,100,50,82
7744,100,10,1,1,87,100,50,84
7748,100,10,1,1,95,100,50,68
7746,100,10,1,1,91,100,50,69
7747,100,10,1,1,93,100,50,81
7750,100,10,1,1,99,100,50,64
7749,100,10,1,1,97,100,50,85
7701,100,10,1,1,1,100,50,609
7756,100,10,1,1,11,200,50,119
7758,100,10,1,1,15,200,50,91
7757,100,10,1,1,13,200,50,107
7759,100,10,1,1,17,200,50,109
7755,100,10,1,1,9,200,50,145
7760,100,10,1,1,19,200,50,73
7754,100,10,1,1,7,200,50,159
7761,100,10,1,1,21,200,50,90
7762,100,10,1,1,23,200,50,103
7753,100,10,1,1,5,200,50,184
7763,100,10,1,1,25,200,50,90
7766,100,10,1,1,31,200,50,72
7764,100,10,1,1,27,200,50,105
7767,100,10,1,1,33,200,50,77
7765,100,10,1,1,29,200,50,107
7752,100,10,1,1,3,200,50,277
7769,100,10,1,1,37,200,50,92
7768,100,10,1,1,35,200,50,85
7771,100,10,1,1,41,200,50,91
7775,100,10,1,1,49,200,50,62
7773,100,10,1,1,45,200,50,90
7770,100,10,1,1,39,200,50,111
7772,100,10,1,1,43,200,50,96
7779,100,10,1,1,57,200,50,68
7774,100,10,1,1,47,200,50,82
7776,100,10,1,1,51,200,50,103
7777,100,10,1,1,53,200,50,79
7778,100,10,1,1,55,200,50,68
7780,100,10,1,1,59,200,50,83
7781,100,10,1,1,61,200,50,84
7782,100,10,1,1,63,200,50,87
7783,100,10,1,1,65,200,50,74
7784,100,10,1,1,67,200,50,86
7785,100,10,1,1,69,200,50,85
7786,100,10,1,1,71,200,50,76
7787,100,10,1,1,73,200,50,83
7788,100,10,1,1,75,200,50,76
7790,100,10,1,1,79,200,50,76
7789,100,10,1,1,77,200,50,93
7794,100,10,1,1,87,200,50,74
7793,100,10,1,1,85,200,50,85
7791,100,10,1,1,81,200,50,92
7792,100,10,1,1,83,200,50,88
7796,100,10,1,1,91,200,50,76
7795,100,10,1,1,89,200,50,73
7797,100,10,1,1,93,200,50,75
7798,100,10,1,1,95,200,50,79
7800,100,10,1,1,99,200,50,71
7799,100,10,1,1,97,200,50,87
7805,100,10,1,1,9,5,50,131
7751,100,10,1,1,1,200,50,570
7806,100,10,1,1,11,5,50,140
7807,100,10,1,1,13,5,50,134
7804,100,10,1,1,7,5,50,180
7803,100,10,1,1,5,5,50,217
7810,100,10,1,1,19,5,50,122
7808,100,10,1,1,15,5,50,153
7809,100,10,1,1,17,5,50,143
7813,100,10,1,1,25,5,50,100
7811,100,10,1,1,21,5,50,131
7814,100,10,1,1,27,5,50,124
7815,100,10,1,1,29,5,50,103
7802,100,10,1,1,3,5,50,275
7812,100,10,1,1,23,5,50,152
7817,100,10,1,1,33,5,50,106
7816,100,10,1,1,31,5,50,114
7818,100,10,1,1,35,5,50,112
7823,100,10,1,1,45,5,50,99
7821,100,10,1,1,41,5,50,117
7822,100,10,1,1,43,5,50,121
7820,100,10,1,1,39,5,50,127
7819,100,10,1,1,37,5,50,154
7826,100,10,1,1,51,5,50,127
7824,100,10,1,1,47,5,50,130
7825,100,10,1,1,49,5,50,144
7828,100,10,1,1,55,5,50,121
7829,100,10,1,1,57,5,50,105
7827,100,10,1,1,53,5,50,137
7831,100,10,1,1,61,5,50,115
7830,100,10,1,1,59,5,50,131
7832,100,10,1,1,63,5,50,122
7833,100,10,1,1,65,5,50,126
7835,100,10,1,1,69,5,50,126
7834,100,10,1,1,67,5,50,132
7836,100,10,1,1,71,5,50,117
7801,100,10,1,1,1,5,50,608
7839,100,10,1,1,77,5,50,109
7838,100,10,1,1,75,5,50,122
7837,100,10,1,1,73,5,50,121
7840,100,10,1,1,79,5,50,121
7841,100,10,1,1,81,5,50,108
7844,100,10,1,1,87,5,50,108
7842,100,10,1,1,83,5,50,121
7843,100,10,1,1,85,5,50,117
7845,100,10,1,1,89,5,50,108
7848,100,10,1,1,95,5,50,97
7846,100,10,1,1,91,5,50,120
7855,100,10,1,1,9,10,50,144
7856,100,10,1,1,11,10,50,101
7853,100,10,1,1,5,10,50,157
7854,100,10,1,1,7,10,50,162
7847,100,10,1,1,93,5,50,106
7858,100,10,1,1,15,10,50,85
7857,100,10,1,1,13,10,50,122
7859,100,10,1,1,17,10,50,115
7861,100,10,1,1,21,10,50,81
7860,100,10,1,1,19,10,50,99
7852,100,10,1,1,3,10,50,277
7862,100,10,1,1,23,10,50,88
7849,100,10,1,1,97,5,50,122
7850,100,10,1,1,99,5,50,127
7865,100,10,1,1,29,10,50,91
7867,100,10,1,1,33,10,50,87
7863,100,10,1,1,25,10,50,111
7864,100,10,1,1,27,10,50,115
7866,100,10,1,1,31,10,50,111
7870,100,10,1,1,39,10,50,84
7868,100,10,1,1,35,10,50,93
7869,100,10,1,1,37,10,50,109
7872,100,10,1,1,43,10,50,97
7871,100,10,1,1,41,10,50,101
7873,100,10,1,1,45,10,50,100
7874,100,10,1,1,47,10,50,99
7876,100,10,1,1,51,10,50,100
7875,100,10,1,1,49,10,50,101
7877,100,10,1,1,53,10,50,91
7879,100,10,1,1,57,10,50,87
7881,100,10,1,1,61,10,50,89
7883,100,10,1,1,65,10,50,80
7880,100,10,1,1,59,10,50,98
7878,100,10,1,1,55,10,50,92
7882,100,10,1,1,63,10,50,96
7884,100,10,1,1,67,10,50,98
7885,100,10,1,1,69,10,50,80
7886,100,10,1,1,71,10,50,87
7887,100,10,1,1,73,10,50,86
7888,100,10,1,1,75,10,50,91
7891,100,10,1,1,81,10,50,96
7890,100,10,1,1,79,10,50,92
7894,100,10,1,1,87,10,50,77
7889,100,10,1,1,77,10,50,98
7892,100,10,1,1,83,10,50,78
7893,100,10,1,1,85,10,50,92
7896,100,10,1,1,91,10,50,77
7851,100,10,1,1,1,10,50,596
7895,100,10,1,1,89,10,50,85
7897,100,10,1,1,93,10,50,80
7898,100,10,1,1,95,10,50,86
7900,100,10,1,1,99,10,50,94
7906,100,10,1,1,11,20,50,111
